query_id,condition,seed,sanitizer,objective,correct_rank,top1_place,correct_place,effective_mse,psnr
manila_query_-WlvwRIHM8K9xtN_z0FAGg,transfer_3,1234,none,self,46,boston:171,manila:153,15.680000,36.1773
manila_query_-WlvwRIHM8K9xtN_z0FAGg,isotropic,5678,none,self,10,manila:89,manila:153,15.679997,36.1773
manila_query_-WlvwRIHM8K9xtN_z0FAGg,transfer_3,5678,none,self,24,boston:235,manila:153,15.680000,36.1773
manila_query_-WlvwRIHM8K9xtN_z0FAGg,isotropic,9012,none,self,8,manila:89,manila:153,15.679998,36.1773
manila_query_-WlvwRIHM8K9xtN_z0FAGg,transfer_3,9012,none,self,9,boston:90,manila:153,15.680000,36.1773
manila_query_-WuLHZxOTWuUgVSb36RTng,isotropic,1234,none,self,103,manila:33,manila:132,15.679998,36.1773
manila_query_-WuLHZxOTWuUgVSb36RTng,transfer_3,1234,none,self,65,manila:82,manila:132,15.680000,36.1773
manila_query_-WuLHZxOTWuUgVSb36RTng,isotropic,5678,none,self,105,manila:33,manila:132,15.679998,36.1773
manila_query_-WuLHZxOTWuUgVSb36RTng,transfer_3,5678,none,self,25,manila:82,manila:132,15.680001,36.1773
manila_query_-WuLHZxOTWuUgVSb36RTng,isotropic,9012,none,self,111,manila:33,manila:132,15.680000,36.1773
manila_query_-WuLHZxOTWuUgVSb36RTng,transfer_3,9012,none,self,55,boston:145,manila:132,15.680000,36.1773
manila_query_-YADzGuflGFk0TrwgbgGQA,isotropic,1234,none,self,2,boston:235,manila:82,15.680000,36.1773
manila_query_-YADzGuflGFk0TrwgbgGQA,transfer_3,1234,none,self,24,manila:72,manila:82,15.679998,36.1773
manila_query_-YADzGuflGFk0TrwgbgGQA,isotropic,5678,none,self,2,boston:235,manila:82,15.680000,36.1773
manila_query_-YADzGuflGFk0TrwgbgGQA,transfer_3,5678,none,self,15,manila:72,manila:82,15.679998,36.1773
manila_query_-YADzGuflGFk0TrwgbgGQA,isotropic,9012,none,self,2,boston:235,manila:82,15.680000,36.1773
manila_query_-YADzGuflGFk0TrwgbgGQA,transfer_3,9012,none,self,55,manila:72,manila:82,15.679997,36.1773
manila_query_-YswrllPgEq1Q_LYD0mD0A,isotropic,1234,none,self,69,manila:134,manila:181,15.679997,36.1773
manila_query_-YswrllPgEq1Q_LYD0mD0A,transfer_3,1234,none,self,61,manila:190,manila:181,15.679998,36.1773
manila_query_-YswrllPgEq1Q_LYD0mD0A,isotropic,5678,none,self,83,manila:134,manila:181,15.680000,36.1773
manila_query_-YswrllPgEq1Q_LYD0mD0A,transfer_3,5678,none,self,74,manila:190,manila:181,15.680000,36.1773
manila_query_-YswrllPgEq1Q_LYD0mD0A,isotropic,9012,none,self,84,manila:134,manila:181,15.679997,36.1773
manila_query_-YswrllPgEq1Q_LYD0mD0A,transfer_3,9012,none,self,56,manila:190,manila:181,15.680000,36.1773
manila_query_-Z3CXTi1QhF_Ste8t8vrJA,isotropic,1234,none,self,465,manila:142,manila:16,15.680002,36.1773
manila_query_-Z3CXTi1QhF_Ste8t8vrJA,transfer_3,1234,none,self,529,manila:72,manila:16,15.679998,36.1773
manila_query_-Z3CXTi1QhF_Ste8t8vrJA,isotropic,5678,none,self,340,manila:142,manila:16,15.679997,36.1773
manila_query_-Z3CXTi1QhF_Ste8t8vrJA,transfer_3,5678,none,self,536,manila:13,manila:16,15.680001,36.1773
manila_query_-Z3CXTi1QhF_Ste8t8vrJA,isotropic,9012,none,self,391,cph:96,manila:16,15.679998,36.1773
manila_query_-Z3CXTi1QhF_Ste8t8vrJA,transfer_3,9012,none,self,397,manila:142,manila:16,15.680001,36.1773
manila_query_-ZbYcdqL0C0ximLGFEriNA,isotropic,1234,none,self,151,cph:429,manila:51,15.679998,36.1773
manila_query_-ZbYcdqL0C0ximLGFEriNA,transfer_3,1234,none,self,678,manila:87,manila:51,15.680000,36.1773
manila_query_-ZbYcdqL0C0ximLGFEriNA,isotropic,5678,none,self,150,cph:429,manila:51,15.680000,36.1773
manila_query_-ZbYcdqL0C0ximLGFEriNA,transfer_3,5678,none,self,680,boston:123,manila:51,15.679997,36.1773
manila_query_-ZbYcdqL0C0ximLGFEriNA,isotropic,9012,none,self,139,cph:429,manila:51,15.679998,36.1773
manila_query_-ZbYcdqL0C0ximLGFEriNA,transfer_3,9012,none,self,304,amman:26,manila:51,15.679997,36.1773
manila_query_-ZyenisXeFL1kaebCpUNAQ,isotropic,1234,none,self,174,manila:72,manila:59,15.680000,36.1773
manila_query_-ZyenisXeFL1kaebCpUNAQ,transfer_3,1234,none,self,32,manila:177,manila:59,15.679997,36.1773
manila_query_-ZyenisXeFL1kaebCpUNAQ,isotropic,5678,none,self,156,manila:72,manila:59,15.680000,36.1773
manila_query_-ZyenisXeFL1kaebCpUNAQ,transfer_3,5678,none,self,74,manila:153,manila:59,15.679998,36.1773
manila_query_-ZyenisXeFL1kaebCpUNAQ,isotropic,9012,none,self,173,manila:72,manila:59,15.680000,36.1773
manila_query_-ZyenisXeFL1kaebCpUNAQ,transfer_3,9012,none,self,14,boston:237,manila:59,15.680000,36.1773
manila_query_-aK1h18UZREBqmVQH9KSvw,isotropic,1234,none,self,71,manila:33,manila:163,15.679996,36.1773
manila_query_-aK1h18UZREBqmVQH9KSvw,transfer_3,1234,none,self,548,manila:51,manila:163,15.679997,36.1773
manila_query_-aK1h18UZREBqmVQH9KSvw,isotropic,5678,none,self,78,manila:33,manila:163,15.679998,36.1773
manila_query_-aK1h18UZREBqmVQH9KSvw,transfer_3,5678,none,self,377,manila:51,manila:163,15.680000,36.1773
manila_query_-aK1h18UZREBqmVQH9KSvw,isotropic,9012,none,self,84,manila:33,manila:163,15.680002,36.1773
manila_query_-aK1h18UZREBqmVQH9KSvw,transfer_3,9012,none,self,203,manila:202,manila:163,15.679997,36.1773
manila_query_-cNGgBgyFrf92tQ2SjMnVw,isotropic,1234,none,self,114,manila:142,manila:46,15.680000,36.1773
manila_query_-cNGgBgyFrf92tQ2SjMnVw,transfer_3,1234,none,self,21,manila:72,manila:46,15.679996,36.1773
manila_query_-cNGgBgyFrf92tQ2SjMnVw,isotropic,5678,none,self,121,manila:142,manila:46,15.679997,36.1773
manila_query_-cNGgBgyFrf92tQ2SjMnVw,transfer_3,5678,none,self,24,manila:72,manila:46,15.679998,36.1773
manila_query_-cNGgBgyFrf92tQ2SjMnVw,isotropic,9012,none,self,97,manila:142,manila:46,15.679998,36.1773
manila_query_-cNGgBgyFrf92tQ2SjMnVw,transfer_3,9012,none,self,38,boston:145,manila:46,15.680000,36.1773
manila_query_-cmAo9dkimIih2B7T4UHfg,isotropic,1234,none,self,256,manila:116,manila:140,15.679998,36.1773
manila_query_-cmAo9dkimIih2B7T4UHfg,transfer_3,1234,none,self,376,manila:160,manila:140,15.680000,36.1773
manila_query_-cmAo9dkimIih2B7T4UHfg,isotropic,5678,none,self,286,boston:206,manila:140,15.679995,36.1773
manila_query_-cmAo9dkimIih2B7T4UHfg,transfer_3,5678,none,self,154,manila:82,manila:140,15.680000,36.1773
manila_query_-cmAo9dkimIih2B7T4UHfg,isotropic,9012,none,self,323,boston:206,manila:140,15.679997,36.1773
manila_query_-cmAo9dkimIih2B7T4UHfg,transfer_3,9012,none,self,92,manila:82,manila:140,15.680000,36.1773
manila_query_-dvVr_QHKim5_WyUsv_Z4A,isotropic,1234,none,self,37,manila:20,manila:142,15.679998,36.1773
manila_query_-dvVr_QHKim5_WyUsv_Z4A,transfer_3,1234,none,self,75,manila:29,manila:142,15.680000,36.1773
manila_query_-dvVr_QHKim5_WyUsv_Z4A,isotropic,5678,none,self,48,manila:20,manila:142,15.679998,36.1773
manila_query_-dvVr_QHKim5_WyUsv_Z4A,transfer_3,5678,none,self,118,manila:190,manila:142,15.680000,36.1773
manila_query_-dvVr_QHKim5_WyUsv_Z4A,isotropic,9012,none,self,43,manila:29,manila:142,15.679998,36.1773
manila_query_-dvVr_QHKim5_WyUsv_Z4A,transfer_3,9012,none,self,86,manila:190,manila:142,15.679997,36.1773
manila_query_-fizm8lmdD_ORe0_j5qnJQ,isotropic,1234,none,self,2,manila:116,manila:6,15.679997,36.1773
manila_query_-fizm8lmdD_ORe0_j5qnJQ,transfer_3,1234,none,self,98,manila:190,manila:6,15.680000,36.1773
manila_query_-fizm8lmdD_ORe0_j5qnJQ,isotropic,5678,none,self,2,manila:116,manila:6,15.680002,36.1773
manila_query_-fizm8lmdD_ORe0_j5qnJQ,transfer_3,5678,none,self,147,manila:190,manila:6,15.679997,36.1773
manila_query_-fizm8lmdD_ORe0_j5qnJQ,isotropic,9012,none,self,2,manila:116,manila:6,15.679997,36.1773
manila_query_-fizm8lmdD_ORe0_j5qnJQ,transfer_3,9012,none,self,116,manila:190,manila:6,15.680001,36.1773
manila_query_-hNuMbgiWK_ZPELfuWj5FQ,isotropic,1234,none,self,6,manila:190,manila:89,15.680001,36.1773
manila_query_-hNuMbgiWK_ZPELfuWj5FQ,transfer_3,1234,none,self,112,manila:134,manila:89,15.679998,36.1773
manila_query_-hNuMbgiWK_ZPELfuWj5FQ,isotropic,5678,none,self,7,manila:13,manila:89,15.679997,36.1773
manila_query_-hNuMbgiWK_ZPELfuWj5FQ,transfer_3,5678,none,self,49,manila:190,manila:89,15.680000,36.1773
manila_query_-hNuMbgiWK_ZPELfuWj5FQ,isotropic,9012,none,self,8,manila:13,manila:89,15.680000,36.1773
manila_query_-hNuMbgiWK_ZPELfuWj5FQ,transfer_3,9012,none,self,84,manila:134,manila:89,15.680001,36.1773
