query_id,condition,seed,opt_steps,optimised_against,correct_rank,top1_place,correct_place,effective_mse,psnr,weight_top10pct_share,weight_mean_square,surrogate_sim_start,surrogate_sim_end
london_query_-5QOE2AlZX8rEz8ONtGRrg,opt_transfer,9012,20,expectation:resnet50+vgg16+cosplace,1,london:131,london:131,15.679997,36.1773,0.528954,1.000000,2.843193,2.390454
amman_query_-D0IlKF__f0c9DPAKbiYnw,opt_transfer_crossdraw,9012,20,expectation:resnet50+vgg16+cosplace,37,amman:0,amman:23,15.680000,36.1773,0.573363,1.000000,2.651514,2.057401
boston_query_-3hM-MR6uuw3se14vw3G0w,opt_transfer_crossdraw,9012,20,expectation:resnet50+vgg16+cosplace,474,boston:139,boston:84,15.679997,36.1773,0.528238,1.000000,2.799191,2.340035
cph_query_-05vIhjxDNupFcgaM90L3w,opt_transfer_crossdraw,9012,20,expectation:resnet50+vgg16+cosplace,1,cph:71,cph:71,15.680000,36.1773,0.545704,1.000000,2.920440,2.622542
london_query_-5QOE2AlZX8rEz8ONtGRrg,opt_transfer_crossdraw,9012,20,expectation:resnet50+vgg16+cosplace,1,london:131,london:131,15.679997,36.1773,0.528954,1.000000,2.843193,2.390454
amman_query_-D0IlKF__f0c9DPAKbiYnw,opt_transfer_x2,9012,40,expectation:resnet50+vgg16+cosplace,26,amman:0,amman:23,15.679998,36.1773,0.775503,1.000000,2.651514,1.615525
boston_query_-3hM-MR6uuw3se14vw3G0w,opt_transfer_x2,9012,40,expectation:resnet50+vgg16+cosplace,482,boston:139,boston:84,15.679998,36.1773,0.709349,1.000000,2.799191,2.034297
cph_query_-05vIhjxDNupFcgaM90L3w,opt_transfer_x2,9012,40,expectation:resnet50+vgg16+cosplace,1,cph:71,cph:71,15.679997,36.1773,0.764811,1.000000,2.920440,2.354034
london_query_-5QOE2AlZX8rEz8ONtGRrg,opt_transfer_x2,9012,40,expectation:resnet50+vgg16+cosplace,1,london:131,london:131,15.680001,36.1773,0.708606,1.000000,2.843193,2.106050
amman_query_-D0IlKF__f0c9DPAKbiYnw,opt_transfer_x2_crossdraw,9012,40,expectation:resnet50+vgg16+cosplace,33,amman:0,amman:23,15.679997,36.1773,0.775503,1.000000,2.651514,1.615525
boston_query_-3hM-MR6uuw3se14vw3G0w,opt_transfer_x2_crossdraw,9012,40,expectation:resnet50+vgg16+cosplace,422,boston:139,boston:84,15.680002,36.1773,0.709349,1.000000,2.799191,2.034297
cph_query_-05vIhjxDNupFcgaM90L3w,opt_transfer_x2_crossdraw,9012,40,expectation:resnet50+vgg16+cosplace,1,cph:71,cph:71,15.680000,36.1773,0.764811,1.000000,2.920440,2.354034
london_query_-5QOE2AlZX8rEz8ONtGRrg,opt_transfer_x2_crossdraw,9012,40,expectation:resnet50+vgg16+cosplace,1,london:131,london:131,15.680002,36.1773,0.708606,1.000000,2.843193,2.106050
amman_query_-D0IlKF__f0c9DPAKbiYnw,opt_whitebox,9012,20,expectation:clip_vitl14,33,amman:0,amman:23,15.680000,36.1773,0.440263,1.000000,0.873508,0.798882
boston_query_-3hM-MR6uuw3se14vw3G0w,opt_whitebox,9012,20,expectation:clip_vitl14,265,boston:139,boston:84,15.679996,36.1773,0.462627,1.000000,0.876904,0.671429
cph_query_-05vIhjxDNupFcgaM90L3w,opt_whitebox,9012,20,expectation:clip_vitl14,1,cph:71,cph:71,15.679996,36.1773,0.466007,1.000000,0.895186,0.777705
london_query_-5QOE2AlZX8rEz8ONtGRrg,opt_whitebox,9012,20,expectation:clip_vitl14,1,london:131,london:131,15.680000,36.1773,0.467973,1.000000,0.898781,0.776419
amman_query_-D0IlKF__f0c9DPAKbiYnw,opt_whitebox_crossdraw,9012,20,expectation:clip_vitl14,33,amman:0,amman:23,15.680000,36.1773,0.440263,1.000000,0.873508,0.798882
boston_query_-3hM-MR6uuw3se14vw3G0w,opt_whitebox_crossdraw,9012,20,expectation:clip_vitl14,299,boston:139,boston:84,15.679997,36.1773,0.462627,1.000000,0.876904,0.671429
cph_query_-05vIhjxDNupFcgaM90L3w,opt_whitebox_crossdraw,9012,20,expectation:clip_vitl14,1,cph:71,cph:71,15.680000,36.1773,0.466007,1.000000,0.895186,0.777705
london_query_-5QOE2AlZX8rEz8ONtGRrg,opt_whitebox_crossdraw,9012,20,expectation:clip_vitl14,1,london:131,london:131,15.680000,36.1773,0.467973,1.000000,0.898781,0.776419
amman_query_-D0IlKF__f0c9DPAKbiYnw,opt_whitebox_x2,9012,40,expectation:clip_vitl14,104,amman:0,amman:23,15.680001,36.1773,0.588638,1.000000,0.873508,0.694472
boston_query_-3hM-MR6uuw3se14vw3G0w,opt_whitebox_x2,9012,40,expectation:clip_vitl14,265,boston:145,boston:84,15.679997,36.1773,0.624770,1.000000,0.876904,0.528825
cph_query_-05vIhjxDNupFcgaM90L3w,opt_whitebox_x2,9012,40,expectation:clip_vitl14,1,cph:71,cph:71,15.679996,36.1773,0.617726,1.000000,0.895186,0.715990
london_query_-5QOE2AlZX8rEz8ONtGRrg,opt_whitebox_x2,9012,40,expectation:clip_vitl14,2,zurich:22,london:131,15.680000,36.1773,0.626621,1.000000,0.898781,0.687884
amman_query_-D0IlKF__f0c9DPAKbiYnw,opt_whitebox_x2_crossdraw,9012,40,expectation:clip_vitl14,183,amman:0,amman:23,15.679998,36.1773,0.588638,1.000000,0.873508,0.694472
boston_query_-3hM-MR6uuw3se14vw3G0w,opt_whitebox_x2_crossdraw,9012,40,expectation:clip_vitl14,293,boston:145,boston:84,15.680002,36.1773,0.624770,1.000000,0.876904,0.528825
cph_query_-05vIhjxDNupFcgaM90L3w,opt_whitebox_x2_crossdraw,9012,40,expectation:clip_vitl14,1,cph:71,cph:71,15.680000,36.1773,0.617726,1.000000,0.895186,0.715990
london_query_-5QOE2AlZX8rEz8ONtGRrg,opt_whitebox_x2_crossdraw,9012,40,expectation:clip_vitl14,2,zurich:22,london:131,15.680000,36.1773,0.626621,1.000000,0.898781,0.687884
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,uniform,1234,20,none,11,manila:177,manila:160,15.679997,36.1773,0.100000,1.000000,2.849227,2.849227
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,uniform,1234,20,none,33,manila:13,nairobi:9,15.679997,36.1773,0.100000,1.000000,2.608347,2.608347
toronto_query_-4mlNvZUZnbmRaGbiIndoA,uniform,1234,20,none,3,toronto:218,toronto:102,15.679996,36.1773,0.100000,1.000000,2.893806,2.893806
zurich_query_-71-BK_yAOJ1soK0OQWIcg,uniform,1234,20,none,4,cph:242,zurich:44,15.680001,36.1773,0.100000,1.000000,2.942451,2.942451
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,uniform_crossdraw,1234,20,none,14,manila:177,manila:160,15.680000,36.1773,0.100000,1.000000,2.849227,2.849227
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,uniform_crossdraw,1234,20,none,16,manila:13,nairobi:9,15.680001,36.1773,0.100000,1.000000,2.608347,2.608347
toronto_query_-4mlNvZUZnbmRaGbiIndoA,uniform_crossdraw,1234,20,none,5,toronto:218,toronto:102,15.679995,36.1773,0.100000,1.000000,2.893806,2.893806
zurich_query_-71-BK_yAOJ1soK0OQWIcg,uniform_crossdraw,1234,20,none,8,zurich:33,zurich:44,15.680000,36.1773,0.100000,1.000000,2.942451,2.942451
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_transfer,1234,20,expectation:resnet50+vgg16+cosplace,3,manila:177,manila:160,15.680002,36.1773,0.567352,1.000000,2.849248,2.527565
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_transfer,1234,20,expectation:resnet50+vgg16+cosplace,39,manila:13,nairobi:9,15.680001,36.1773,0.524647,1.000000,2.608379,1.857000
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_transfer,1234,20,expectation:resnet50+vgg16+cosplace,2,toronto:218,toronto:102,15.680000,36.1773,0.566227,1.000000,2.893805,2.613157
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_transfer,1234,20,expectation:resnet50+vgg16+cosplace,4,cph:242,zurich:44,15.680000,36.1773,0.607949,1.000000,2.942486,2.719743
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_transfer_crossdraw,1234,20,expectation:resnet50+vgg16+cosplace,2,manila:177,manila:160,15.680002,36.1773,0.567352,1.000000,2.849248,2.527565
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_transfer_crossdraw,1234,20,expectation:resnet50+vgg16+cosplace,62,amman:35,nairobi:9,15.679998,36.1773,0.524647,1.000000,2.608379,1.857000
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_transfer_crossdraw,1234,20,expectation:resnet50+vgg16+cosplace,3,toronto:218,toronto:102,15.679998,36.1773,0.566227,1.000000,2.893805,2.613157
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_transfer_crossdraw,1234,20,expectation:resnet50+vgg16+cosplace,8,zurich:33,zurich:44,15.679997,36.1773,0.607949,1.000000,2.942486,2.719743
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_transfer_x2,1234,40,expectation:resnet50+vgg16+cosplace,2,manila:177,manila:160,15.680000,36.1773,0.775973,1.000000,2.849248,2.290928
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_transfer_x2,1234,40,expectation:resnet50+vgg16+cosplace,46,manila:13,nairobi:9,15.679997,36.1773,0.700991,1.000000,2.608379,1.418012
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_transfer_x2,1234,40,expectation:resnet50+vgg16+cosplace,2,toronto:218,toronto:102,15.679997,36.1773,0.764131,1.000000,2.893805,2.434417
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_transfer_x2,1234,40,expectation:resnet50+vgg16+cosplace,4,cph:242,zurich:44,15.679998,36.1773,0.826615,1.000000,2.942486,2.550071
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_transfer_x2_crossdraw,1234,40,expectation:resnet50+vgg16+cosplace,2,manila:177,manila:160,15.679997,36.1773,0.775973,1.000000,2.849248,2.290928
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_transfer_x2_crossdraw,1234,40,expectation:resnet50+vgg16+cosplace,98,amman:35,nairobi:9,15.679997,36.1773,0.700991,1.000000,2.608379,1.418012
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_transfer_x2_crossdraw,1234,40,expectation:resnet50+vgg16+cosplace,2,toronto:218,toronto:102,15.680001,36.1773,0.764131,1.000000,2.893805,2.434417
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_transfer_x2_crossdraw,1234,40,expectation:resnet50+vgg16+cosplace,5,cph:242,zurich:44,15.679995,36.1773,0.826615,1.000000,2.942486,2.550071
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_whitebox,1234,20,expectation:clip_vitl14,11,manila:54,manila:160,15.680002,36.1773,0.468397,1.000000,0.893962,0.779194
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_whitebox,1234,20,expectation:clip_vitl14,43,manila:54,nairobi:9,15.680002,36.1773,0.449291,1.000000,0.907861,0.718285
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_whitebox,1234,20,expectation:clip_vitl14,6,toronto:218,toronto:102,15.679996,36.1773,0.473424,1.000000,0.877222,0.728355
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_whitebox,1234,20,expectation:clip_vitl14,21,cph:162,zurich:44,15.680000,36.1773,0.466009,1.000000,0.900608,0.738822
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_whitebox_crossdraw,1234,20,expectation:clip_vitl14,7,manila:54,manila:160,15.679997,36.1773,0.468397,1.000000,0.893962,0.779194
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_whitebox_crossdraw,1234,20,expectation:clip_vitl14,92,manila:54,nairobi:9,15.679998,36.1773,0.449291,1.000000,0.907861,0.718285
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_whitebox_crossdraw,1234,20,expectation:clip_vitl14,5,toronto:218,toronto:102,15.679996,36.1773,0.473424,1.000000,0.877222,0.728355
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_whitebox_crossdraw,1234,20,expectation:clip_vitl14,32,cph:162,zurich:44,15.680000,36.1773,0.466009,1.000000,0.900608,0.738822
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_whitebox_x2,1234,40,expectation:clip_vitl14,14,manila:173,manila:160,15.680000,36.1773,0.628600,1.000000,0.893962,0.695562
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_whitebox_x2,1234,40,expectation:clip_vitl14,163,boston:90,nairobi:9,15.679998,36.1773,0.569650,1.000000,0.907861,0.652766
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_whitebox_x2,1234,40,expectation:clip_vitl14,8,toronto:200,toronto:102,15.679998,36.1773,0.611990,1.000000,0.877222,0.687803
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_whitebox_x2,1234,40,expectation:clip_vitl14,25,cph:162,zurich:44,15.680000,36.1773,0.594975,1.000000,0.900608,0.712363
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_whitebox_x2_crossdraw,1234,40,expectation:clip_vitl14,13,manila:173,manila:160,15.679996,36.1773,0.628600,1.000000,0.893962,0.695562
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_whitebox_x2_crossdraw,1234,40,expectation:clip_vitl14,240,zurich:19,nairobi:9,15.679998,36.1773,0.569650,1.000000,0.907861,0.652766
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_whitebox_x2_crossdraw,1234,40,expectation:clip_vitl14,8,toronto:218,toronto:102,15.680002,36.1773,0.611990,1.000000,0.877222,0.687803
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_whitebox_x2_crossdraw,1234,40,expectation:clip_vitl14,26,cph:162,zurich:44,15.679998,36.1773,0.594975,1.000000,0.900608,0.712363
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,uniform,5678,20,none,11,manila:177,manila:160,15.680000,36.1773,0.100000,1.000000,2.850198,2.850198
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,uniform,5678,20,none,67,manila:13,nairobi:9,15.680000,36.1773,0.100000,1.000000,2.563705,2.563705
toronto_query_-4mlNvZUZnbmRaGbiIndoA,uniform,5678,20,none,6,toronto:218,toronto:102,15.680000,36.1773,0.100000,1.000000,2.890783,2.890783
zurich_query_-71-BK_yAOJ1soK0OQWIcg,uniform,5678,20,none,7,zurich:33,zurich:44,15.680000,36.1773,0.100000,1.000000,2.953411,2.953411
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,uniform_crossdraw,5678,20,none,9,manila:177,manila:160,15.679996,36.1773,0.100000,1.000000,2.850198,2.850198
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,uniform_crossdraw,5678,20,none,32,manila:13,nairobi:9,15.679996,36.1773,0.100000,1.000000,2.563705,2.563705
toronto_query_-4mlNvZUZnbmRaGbiIndoA,uniform_crossdraw,5678,20,none,5,toronto:218,toronto:102,15.680000,36.1773,0.100000,1.000000,2.890783,2.890783
zurich_query_-71-BK_yAOJ1soK0OQWIcg,uniform_crossdraw,5678,20,none,4,cph:242,zurich:44,15.680001,36.1773,0.100000,1.000000,2.953411,2.953411
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_transfer,5678,20,expectation:resnet50+vgg16+cosplace,4,manila:177,manila:160,15.680001,36.1773,0.573565,1.000000,2.850204,2.524509
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_transfer,5678,20,expectation:resnet50+vgg16+cosplace,48,amman:35,nairobi:9,15.680000,36.1773,0.526020,1.000000,2.563723,1.866201
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_transfer,5678,20,expectation:resnet50+vgg16+cosplace,3,toronto:218,toronto:102,15.680002,36.1773,0.566447,1.000000,2.890771,2.615992
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_transfer,5678,20,expectation:resnet50+vgg16+cosplace,5,cph:242,zurich:44,15.680000,36.1773,0.608723,1.000000,2.953420,2.738742
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_transfer_crossdraw,5678,20,expectation:resnet50+vgg16+cosplace,4,manila:177,manila:160,15.679997,36.1773,0.573565,1.000000,2.850204,2.524509
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_transfer_crossdraw,5678,20,expectation:resnet50+vgg16+cosplace,34,amman:35,nairobi:9,15.679997,36.1773,0.526020,1.000000,2.563723,1.866201
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_transfer_crossdraw,5678,20,expectation:resnet50+vgg16+cosplace,6,toronto:218,toronto:102,15.680000,36.1773,0.566447,1.000000,2.890771,2.615992
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_transfer_crossdraw,5678,20,expectation:resnet50+vgg16+cosplace,4,cph:242,zurich:44,15.680001,36.1773,0.608723,1.000000,2.953420,2.738742
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_transfer_x2,5678,40,expectation:resnet50+vgg16+cosplace,5,manila:177,manila:160,15.680001,36.1773,0.778779,1.000000,2.850204,2.283932
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_transfer_x2,5678,40,expectation:resnet50+vgg16+cosplace,53,amman:35,nairobi:9,15.679997,36.1773,0.704994,1.000000,2.563723,1.387334
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_transfer_x2,5678,40,expectation:resnet50+vgg16+cosplace,2,toronto:218,toronto:102,15.679998,36.1773,0.761552,1.000000,2.890771,2.431912
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_transfer_x2,5678,40,expectation:resnet50+vgg16+cosplace,4,cph:242,zurich:44,15.679997,36.1773,0.827764,1.000000,2.953420,2.568610
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_transfer_x2_crossdraw,5678,40,expectation:resnet50+vgg16+cosplace,6,manila:177,manila:160,15.680001,36.1773,0.778779,1.000000,2.850204,2.283932
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_transfer_x2_crossdraw,5678,40,expectation:resnet50+vgg16+cosplace,50,amman:35,nairobi:9,15.680000,36.1773,0.704994,1.000000,2.563723,1.387334
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_transfer_x2_crossdraw,5678,40,expectation:resnet50+vgg16+cosplace,4,toronto:218,toronto:102,15.679997,36.1773,0.761552,1.000000,2.890771,2.431912
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_transfer_x2_crossdraw,5678,40,expectation:resnet50+vgg16+cosplace,4,cph:242,zurich:44,15.679997,36.1773,0.827764,1.000000,2.953420,2.568610
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_whitebox,5678,20,expectation:clip_vitl14,6,manila:54,manila:160,15.679997,36.1773,0.449459,1.000000,0.888452,0.780632
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_whitebox,5678,20,expectation:clip_vitl14,253,zurich:19,nairobi:9,15.680000,36.1773,0.453207,1.000000,0.900028,0.699397
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_whitebox,5678,20,expectation:clip_vitl14,5,toronto:218,toronto:102,15.679998,36.1773,0.472985,1.000000,0.868254,0.722372
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_whitebox,5678,20,expectation:clip_vitl14,25,cph:162,zurich:44,15.680000,36.1773,0.467738,1.000000,0.888196,0.760973
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_whitebox_crossdraw,5678,20,expectation:clip_vitl14,5,manila:54,manila:160,15.679998,36.1773,0.449459,1.000000,0.888452,0.780632
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_whitebox_crossdraw,5678,20,expectation:clip_vitl14,203,manila:54,nairobi:9,15.680000,36.1773,0.453207,1.000000,0.900028,0.699397
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_whitebox_crossdraw,5678,20,expectation:clip_vitl14,6,toronto:218,toronto:102,15.680000,36.1773,0.472985,1.000000,0.868254,0.722372
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_whitebox_crossdraw,5678,20,expectation:clip_vitl14,24,cph:162,zurich:44,15.679997,36.1773,0.467738,1.000000,0.888196,0.760973
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_whitebox_x2,5678,40,expectation:clip_vitl14,9,manila:173,manila:160,15.680000,36.1773,0.613177,1.000000,0.888452,0.695911
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_whitebox_x2,5678,40,expectation:clip_vitl14,549,zurich:19,nairobi:9,15.679997,36.1773,0.575098,1.000000,0.900028,0.630363
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_whitebox_x2,5678,40,expectation:clip_vitl14,7,toronto:218,toronto:102,15.680002,36.1773,0.616410,1.000000,0.868254,0.682612
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_whitebox_x2,5678,40,expectation:clip_vitl14,24,cph:162,zurich:44,15.679997,36.1773,0.599934,1.000000,0.888196,0.720209
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_whitebox_x2_crossdraw,5678,40,expectation:clip_vitl14,10,manila:173,manila:160,15.679998,36.1773,0.613177,1.000000,0.888452,0.695911
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_whitebox_x2_crossdraw,5678,40,expectation:clip_vitl14,385,zurich:19,nairobi:9,15.680001,36.1773,0.575098,1.000000,0.900028,0.630363
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_whitebox_x2_crossdraw,5678,40,expectation:clip_vitl14,6,toronto:218,toronto:102,15.680000,36.1773,0.616410,1.000000,0.868254,0.682612
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_whitebox_x2_crossdraw,5678,40,expectation:clip_vitl14,22,cph:162,zurich:44,15.680000,36.1773,0.599934,1.000000,0.888196,0.720209
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,uniform,9012,20,none,13,manila:177,manila:160,15.680000,36.1773,0.100000,1.000000,2.842141,2.842141
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,uniform,9012,20,none,54,manila:13,nairobi:9,15.680000,36.1773,0.100000,1.000000,2.604845,2.604845
toronto_query_-4mlNvZUZnbmRaGbiIndoA,uniform,9012,20,none,5,toronto:218,toronto:102,15.679997,36.1773,0.100000,1.000000,2.898157,2.898157
zurich_query_-71-BK_yAOJ1soK0OQWIcg,uniform,9012,20,none,4,zurich:7,zurich:44,15.680000,36.1773,0.100000,1.000000,2.942782,2.942782
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,uniform_crossdraw,9012,20,none,13,manila:177,manila:160,15.680001,36.1773,0.100000,1.000000,2.842141,2.842141
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,uniform_crossdraw,9012,20,none,23,manila:13,nairobi:9,15.680000,36.1773,0.100000,1.000000,2.604845,2.604845
toronto_query_-4mlNvZUZnbmRaGbiIndoA,uniform_crossdraw,9012,20,none,7,toronto:218,toronto:102,15.679998,36.1773,0.100000,1.000000,2.898157,2.898157
zurich_query_-71-BK_yAOJ1soK0OQWIcg,uniform_crossdraw,9012,20,none,4,cph:242,zurich:44,15.679997,36.1773,0.100000,1.000000,2.942782,2.942782
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_transfer,9012,20,expectation:resnet50+vgg16+cosplace,5,manila:177,manila:160,15.680000,36.1773,0.569727,1.000000,2.842130,2.493980
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_transfer,9012,20,expectation:resnet50+vgg16+cosplace,49,amman:35,nairobi:9,15.679998,36.1773,0.525526,1.000000,2.604819,1.832381
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_transfer,9012,20,expectation:resnet50+vgg16+cosplace,2,toronto:218,toronto:102,15.679997,36.1773,0.569828,1.000000,2.898143,2.601252
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_transfer,9012,20,expectation:resnet50+vgg16+cosplace,6,zurich:33,zurich:44,15.680001,36.1773,0.611328,1.000000,2.942790,2.746750
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_transfer_crossdraw,9012,20,expectation:resnet50+vgg16+cosplace,4,manila:177,manila:160,15.679996,36.1773,0.569727,1.000000,2.842130,2.493980
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_transfer_crossdraw,9012,20,expectation:resnet50+vgg16+cosplace,54,manila:13,nairobi:9,15.679997,36.1773,0.525526,1.000000,2.604819,1.832381
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_transfer_crossdraw,9012,20,expectation:resnet50+vgg16+cosplace,3,toronto:218,toronto:102,15.680000,36.1773,0.569828,1.000000,2.898143,2.601252
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_transfer_crossdraw,9012,20,expectation:resnet50+vgg16+cosplace,5,cph:242,zurich:44,15.679995,36.1773,0.611328,1.000000,2.942790,2.746750
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_transfer_x2,9012,40,expectation:resnet50+vgg16+cosplace,8,manila:177,manila:160,15.679997,36.1773,0.775120,1.000000,2.842130,2.261888
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_transfer_x2,9012,40,expectation:resnet50+vgg16+cosplace,48,manila:13,nairobi:9,15.679996,36.1773,0.702745,1.000000,2.604819,1.402724
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_transfer_x2,9012,40,expectation:resnet50+vgg16+cosplace,2,toronto:218,toronto:102,15.679998,36.1773,0.767769,1.000000,2.898143,2.435360
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_transfer_x2,9012,40,expectation:resnet50+vgg16+cosplace,4,cph:242,zurich:44,15.680000,36.1773,0.830332,1.000000,2.942790,2.597014
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_transfer_x2_crossdraw,9012,40,expectation:resnet50+vgg16+cosplace,5,manila:177,manila:160,15.679998,36.1773,0.775120,1.000000,2.842130,2.261888
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_transfer_x2_crossdraw,9012,40,expectation:resnet50+vgg16+cosplace,75,amman:35,nairobi:9,15.679997,36.1773,0.702745,1.000000,2.604819,1.402724
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_transfer_x2_crossdraw,9012,40,expectation:resnet50+vgg16+cosplace,4,toronto:218,toronto:102,15.679996,36.1773,0.767769,1.000000,2.898143,2.435360
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_transfer_x2_crossdraw,9012,40,expectation:resnet50+vgg16+cosplace,5,cph:242,zurich:44,15.680002,36.1773,0.830332,1.000000,2.942790,2.597014
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,opt_whitebox,9012,20,expectation:clip_vitl14,5,manila:82,manila:160,15.679997,36.1773,0.468181,1.000000,0.881816,0.782122
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,opt_whitebox,9012,20,expectation:clip_vitl14,328,zurich:19,nairobi:9,15.680001,36.1773,0.454786,1.000000,0.901219,0.676082
toronto_query_-4mlNvZUZnbmRaGbiIndoA,opt_whitebox,9012,20,expectation:clip_vitl14,7,toronto:218,toronto:102,15.679996,36.1773,0.476300,1.000000,0.872419,0.742028
zurich_query_-71-BK_yAOJ1soK0OQWIcg,opt_whitebox,9012,20,expectation:clip_vitl14,36,cph:162,zurich:44,15.680000,36.1773,0.468487,1.000000,0.901778,0.733417
