query_id,place_id,placement,seed,correct_rank
0000_query_0000010581,kitti360:0000_p7,center,1234,1
0000_query_0000010588,kitti360:0000_p7,center,1234,2
0000_query_0000010594,kitti360:0000_p7,center,1234,14
0000_query_0000010600,kitti360:0000_p7,center,1234,2
0000_query_0000010606,kitti360:0000_p7,center,1234,19
0000_query_0000010612,kitti360:0000_p7,center,1234,11
0000_query_0000010618,kitti360:0000_p7,center,1234,12
0002_query_0000007711,kitti360:0002_p0,center,1234,55
0002_query_0000007717,kitti360:0002_p0,center,1234,256
0002_query_0000007723,kitti360:0002_p0,center,1234,34
0002_query_0000007729,kitti360:0002_p0,center,1234,6
0002_query_0000007735,kitti360:0002_p0,center,1234,1
0002_query_0000007741,kitti360:0002_p0,center,1234,1
0002_query_0000007748,kitti360:0002_p0,center,1234,211
0002_query_0000007755,kitti360:0002_p0,center,1234,94
0002_query_0000007763,kitti360:0002_p0,center,1234,58
0002_query_0000007773,kitti360:0002_p0,center,1234,71
0002_query_0000007788,kitti360:0002_p0,center,1234,209
0002_query_0000007803,kitti360:0002_p0,center,1234,133
0002_query_0000007814,kitti360:0002_p0,center,1234,128
0002_query_0000007823,kitti360:0002_p0,center,1234,42
0002_query_0000010956,kitti360:0002_p1,center,1234,45
0002_query_0000010970,kitti360:0002_p1,center,1234,209
0002_query_0000010991,kitti360:0002_p1,center,1234,44
0002_query_0000011006,kitti360:0002_p1,center,1234,16
0002_query_0000011017,kitti360:0002_p1,center,1234,66
0002_query_0000009119,kitti360:0002_p2,center,1234,128
0002_query_0000009128,kitti360:0002_p2,center,1234,14
0002_query_0000009137,kitti360:0002_p2,center,1234,1
0002_query_0000009145,kitti360:0002_p2,center,1234,13
0002_query_0000009153,kitti360:0002_p2,center,1234,15
0002_query_0000009161,kitti360:0002_p2,center,1234,148
0002_query_0000009169,kitti360:0002_p2,center,1234,442
0002_query_0000009176,kitti360:0002_p2,center,1234,99
0002_query_0000009183,kitti360:0002_p2,center,1234,242
0002_query_0000009190,kitti360:0002_p2,center,1234,655
0002_query_0000009197,kitti360:0002_p2,center,1234,1002
0002_query_0000012928,kitti360:0002_p3,center,1234,72
0002_query_0000012940,kitti360:0002_p3,center,1234,29
0002_query_0000012990,kitti360:0002_p3,center,1234,105
0002_query_0000013518,kitti360:0002_p3,center,1234,16
0002_query_0000013527,kitti360:0002_p3,center,1234,23
0002_query_0000013538,kitti360:0002_p3,center,1234,1
0002_query_0000013554,kitti360:0002_p3,center,1234,9
0002_query_0000013568,kitti360:0002_p3,center,1234,5
0002_query_0000013578,kitti360:0002_p3,center,1234,24
0002_query_0000013586,kitti360:0002_p3,center,1234,15
0002_query_0000013593,kitti360:0002_p3,center,1234,237
0002_query_0000013600,kitti360:0002_p3,center,1234,3
0002_query_0000013606,kitti360:0002_p3,center,1234,33
0002_query_0000013612,kitti360:0002_p3,center,1234,3
0002_query_0000013618,kitti360:0002_p3,center,1234,4
0002_query_0000013624,kitti360:0002_p3,center,1234,16
0002_query_0000013629,kitti360:0002_p3,center,1234,31
0002_query_0000013634,kitti360:0002_p3,center,1234,161
0002_query_0000013639,kitti360:0002_p3,center,1234,7
0002_query_0000013644,kitti360:0002_p3,center,1234,33
0002_query_0000013650,kitti360:0002_p3,center,1234,29
0002_query_0000013656,kitti360:0002_p3,center,1234,17
0002_query_0000013662,kitti360:0002_p3,center,1234,25
0002_query_0000013668,kitti360:0002_p3,center,1234,1
0002_query_0000013674,kitti360:0002_p3,center,1234,26
0002_query_0000015334,kitti360:0002_p4,center,1234,193
0002_query_0000015340,kitti360:0002_p4,center,1234,85
0002_query_0000015346,kitti360:0002_p4,center,1234,4
0002_query_0000015352,kitti360:0002_p4,center,1234,303
0002_query_0000015358,kitti360:0002_p4,center,1234,149
0002_query_0000015364,kitti360:0002_p4,center,1234,210
0002_query_0000015370,kitti360:0002_p4,center,1234,286
0002_query_0000014392,kitti360:0002_p5,center,1234,72
0002_query_0000014398,kitti360:0002_p5,center,1234,134
0002_query_0000014404,kitti360:0002_p5,center,1234,109
0002_query_0000014410,kitti360:0002_p5,center,1234,72
0002_query_0000014416,kitti360:0002_p5,center,1234,12
0002_query_0000014421,kitti360:0002_p5,center,1234,52
0002_query_0000014426,kitti360:0002_p5,center,1234,111
0002_query_0000014431,kitti360:0002_p5,center,1234,63
0002_query_0000014436,kitti360:0002_p5,center,1234,31
0002_query_0000014441,kitti360:0002_p5,center,1234,62
0002_query_0000014446,kitti360:0002_p5,center,1234,44
0002_query_0000014451,kitti360:0002_p5,center,1234,8
0002_query_0000014456,kitti360:0002_p5,center,1234,40
0002_query_0000014461,kitti360:0002_p5,center,1234,144
0002_query_0000014466,kitti360:0002_p5,center,1234,72
0002_query_0000014471,kitti360:0002_p5,center,1234,128
0002_query_0000014476,kitti360:0002_p5,center,1234,59
0002_query_0000014481,kitti360:0002_p5,center,1234,141
0002_query_0000014486,kitti360:0002_p5,center,1234,78
0002_query_0000018025,kitti360:0002_p6,center,1234,177
0002_query_0000018042,kitti360:0002_p6,center,1234,23
0002_query_0000018065,kitti360:0002_p6,center,1234,9
0002_query_0000018080,kitti360:0002_p6,center,1234,32
0002_query_0000018091,kitti360:0002_p6,center,1234,54
0002_query_0000017324,kitti360:0002_p7,center,1234,146
0002_query_0000017334,kitti360:0002_p7,center,1234,57
0002_query_0000017348,kitti360:0002_p7,center,1234,1
0002_query_0000017361,kitti360:0002_p7,center,1234,2
0002_query_0000017371,kitti360:0002_p7,center,1234,11
0002_query_0000017379,kitti360:0002_p7,center,1234,16
0002_query_0000017386,kitti360:0002_p7,center,1234,49
0002_query_0000017393,kitti360:0002_p7,center,1234,1
0002_query_0000017400,kitti360:0002_p7,center,1234,219
0002_query_0000017407,kitti360:0002_p7,center,1234,2
0002_query_0000017413,kitti360:0002_p7,center,1234,2
0002_query_0000017419,kitti360:0002_p7,center,1234,1
0002_query_0000017425,kitti360:0002_p7,center,1234,89
0002_query_0000017431,kitti360:0002_p7,center,1234,53
0002_query_0000017437,kitti360:0002_p7,center,1234,1
0002_query_0000017443,kitti360:0002_p7,center,1234,3
0002_query_0000017449,kitti360:0002_p7,center,1234,6
0002_query_0000017455,kitti360:0002_p7,center,1234,1
0002_query_0000017461,kitti360:0002_p7,center,1234,2
0002_query_0000017468,kitti360:0002_p7,center,1234,7
0002_query_0000017475,kitti360:0002_p7,center,1234,1
0002_query_0000017482,kitti360:0002_p7,center,1234,1
0002_query_0000017490,kitti360:0002_p7,center,1234,1
0000_query_0000002225,kitti360:0000_p0,random_fixed,1234,5
0000_query_0000001786,kitti360:0000_p1,random_fixed,1234,67
0000_query_0000001796,kitti360:0000_p1,random_fixed,1234,2
0000_query_0000001805,kitti360:0000_p1,random_fixed,1234,1
0000_query_0000001813,kitti360:0000_p1,random_fixed,1234,1
0000_query_0000001821,kitti360:0000_p1,random_fixed,1234,11
0000_query_0000001828,kitti360:0000_p1,random_fixed,1234,1
0000_query_0000001835,kitti360:0000_p1,random_fixed,1234,1
0000_query_0000001842,kitti360:0000_p1,random_fixed,1234,1
0000_query_0000001849,kitti360:0000_p1,random_fixed,1234,1
0000_query_0000001856,kitti360:0000_p1,random_fixed,1234,1
0000_query_0000001863,kitti360:0000_p1,random_fixed,1234,1
0000_query_0000001871,kitti360:0000_p1,random_fixed,1234,1
0000_query_0000001880,kitti360:0000_p1,random_fixed,1234,1
0000_query_0000001890,kitti360:0000_p1,random_fixed,1234,538
0000_query_0000001900,kitti360:0000_p1,random_fixed,1234,1077
0000_query_0000001909,kitti360:0000_p1,random_fixed,1234,1019
0000_query_0000006327,kitti360:0000_p2,random_fixed,1234,744
0000_query_0000006343,kitti360:0000_p2,random_fixed,1234,189
0000_query_0000006361,kitti360:0000_p2,random_fixed,1234,197
0000_query_0000006374,kitti360:0000_p2,random_fixed,1234,248
0000_query_0000006384,kitti360:0000_p2,random_fixed,1234,574
0000_query_0000006392,kitti360:0000_p2,random_fixed,1234,454
0000_query_0000007742,kitti360:0000_p2,random_fixed,1234,653
0000_query_0000007751,kitti360:0000_p2,random_fixed,1234,861
0000_query_0000007761,kitti360:0000_p2,random_fixed,1234,38
0000_query_0000007771,kitti360:0000_p2,random_fixed,1234,277
0000_query_0000007781,kitti360:0000_p2,random_fixed,1234,5
0000_query_0000007789,kitti360:0000_p2,random_fixed,1234,4
0000_query_0000007796,kitti360:0000_p2,random_fixed,1234,96
0000_query_0000007803,kitti360:0000_p2,random_fixed,1234,34
0000_query_0000007809,kitti360:0000_p2,random_fixed,1234,94
0000_query_0000007815,kitti360:0000_p2,random_fixed,1234,605
0000_query_0000007821,kitti360:0000_p2,random_fixed,1234,282
0000_query_0000007827,kitti360:0000_p2,random_fixed,1234,16
0000_query_0000007833,kitti360:0000_p2,random_fixed,1234,387
0000_query_0000007839,kitti360:0000_p2,random_fixed,1234,321
0000_query_0000007845,kitti360:0000_p2,random_fixed,1234,226
0000_query_0000007852,kitti360:0000_p2,random_fixed,1234,311
0000_query_0000007860,kitti360:0000_p2,random_fixed,1234,337
0000_query_0000007868,kitti360:0000_p2,random_fixed,1234,1
0000_query_0000007876,kitti360:0000_p2,random_fixed,1234,3
0000_query_0000005898,kitti360:0000_p3,random_fixed,1234,6
0000_query_0000005910,kitti360:0000_p3,random_fixed,1234,196
0000_query_0000005922,kitti360:0000_p3,random_fixed,1234,4
0000_query_0000005935,kitti360:0000_p3,random_fixed,1234,1
0000_query_0000005951,kitti360:0000_p3,random_fixed,1234,2
0000_query_0000005962,kitti360:0000_p3,random_fixed,1234,9
0000_query_0000005971,kitti360:0000_p3,random_fixed,1234,57
0000_query_0000005979,kitti360:0000_p3,random_fixed,1234,10
0000_query_0000005987,kitti360:0000_p3,random_fixed,1234,63
0000_query_0000005995,kitti360:0000_p3,random_fixed,1234,2
0000_query_0000006003,kitti360:0000_p3,random_fixed,1234,21
0000_query_0000006011,kitti360:0000_p3,random_fixed,1234,9
0000_query_0000006019,kitti360:0000_p3,random_fixed,1234,46
0000_query_0000006028,kitti360:0000_p3,random_fixed,1234,3
0000_query_0000006038,kitti360:0000_p3,random_fixed,1234,2
0000_query_0000006049,kitti360:0000_p3,random_fixed,1234,40
0000_query_0000010906,kitti360:0000_p4,random_fixed,1234,61
0000_query_0000010916,kitti360:0000_p4,random_fixed,1234,1
0000_query_0000010931,kitti360:0000_p4,random_fixed,1234,14
0000_query_0000010944,kitti360:0000_p4,random_fixed,1234,181
0000_query_0000010954,kitti360:0000_p4,random_fixed,1234,19
0000_query_0000010266,kitti360:0000_p5,random_fixed,1234,65
0000_query_0000010277,kitti360:0000_p5,random_fixed,1234,14
0000_query_0000010287,kitti360:0000_p5,random_fixed,1234,2
0000_query_0000010298,kitti360:0000_p5,random_fixed,1234,53
0000_query_0000010307,kitti360:0000_p5,random_fixed,1234,82
0000_query_0000009717,kitti360:0000_p6,random_fixed,1234,52
0000_query_0000009724,kitti360:0000_p6,random_fixed,1234,120
0000_query_0000009731,kitti360:0000_p6,random_fixed,1234,48
0000_query_0000009738,kitti360:0000_p6,random_fixed,1234,11
0000_query_0000009745,kitti360:0000_p6,random_fixed,1234,363
0000_query_0000009752,kitti360:0000_p6,random_fixed,1234,82
0000_query_0000009759,kitti360:0000_p6,random_fixed,1234,34
0000_query_0000009766,kitti360:0000_p6,random_fixed,1234,134
0000_query_0000009773,kitti360:0000_p6,random_fixed,1234,66
0000_query_0000009780,kitti360:0000_p6,random_fixed,1234,1
0000_query_0000009787,kitti360:0000_p6,random_fixed,1234,2
0000_query_0000009794,kitti360:0000_p6,random_fixed,1234,2
0000_query_0000009801,kitti360:0000_p6,random_fixed,1234,6
0000_query_0000009808,kitti360:0000_p6,random_fixed,1234,15
0000_query_0000009817,kitti360:0000_p6,random_fixed,1234,241
0000_query_0000009830,kitti360:0000_p6,random_fixed,1234,51
0000_query_0000009843,kitti360:0000_p6,random_fixed,1234,1
0000_query_0000009853,kitti360:0000_p6,random_fixed,1234,1
0000_query_0000009861,kitti360:0000_p6,random_fixed,1234,1
0000_query_0000009868,kitti360:0000_p6,random_fixed,1234,6
0000_query_0000009874,kitti360:0000_p6,random_fixed,1234,2
0000_query_0000009880,kitti360:0000_p6,random_fixed,1234,2
0000_query_0000009886,kitti360:0000_p6,random_fixed,1234,1
0000_query_0000009892,kitti360:0000_p6,random_fixed,1234,3
0000_query_0000009898,kitti360:0000_p6,random_fixed,1234,1
0000_query_0000010434,kitti360:0000_p7,random_fixed,1234,142
0000_query_0000010445,kitti360:0000_p7,random_fixed,1234,8
0000_query_0000010459,kitti360:0000_p7,random_fixed,1234,19
0000_query_0000010471,kitti360:0000_p7,random_fixed,1234,16
0000_query_0000010480,kitti360:0000_p7,random_fixed,1234,20
0000_query_0000010488,kitti360:0000_p7,random_fixed,1234,1
0000_query_0000010495,kitti360:0000_p7,random_fixed,1234,4
0000_query_0000010502,kitti360:0000_p7,random_fixed,1234,8
0000_query_0000010509,kitti360:0000_p7,random_fixed,1234,20
0000_query_0000010516,kitti360:0000_p7,random_fixed,1234,2
0000_query_0000010523,kitti360:0000_p7,random_fixed,1234,2
0000_query_0000010530,kitti360:0000_p7,random_fixed,1234,13
0000_query_0000010537,kitti360:0000_p7,random_fixed,1234,5
0000_query_0000010545,kitti360:0000_p7,random_fixed,1234,1
0000_query_0000010553,kitti360:0000_p7,random_fixed,1234,2
0000_query_0000010560,kitti360:0000_p7,random_fixed,1234,18
0000_query_0000010567,kitti360:0000_p7,random_fixed,1234,1
0000_query_0000010574,kitti360:0000_p7,random_fixed,1234,19
0000_query_0000010581,kitti360:0000_p7,random_fixed,1234,1
0000_query_0000010588,kitti360:0000_p7,random_fixed,1234,1
0000_query_0000010594,kitti360:0000_p7,random_fixed,1234,12
0000_query_0000010600,kitti360:0000_p7,random_fixed,1234,1
0000_query_0000010606,kitti360:0000_p7,random_fixed,1234,14
0000_query_0000010612,kitti360:0000_p7,random_fixed,1234,10
0000_query_0000010618,kitti360:0000_p7,random_fixed,1234,9
0002_query_0000007711,kitti360:0002_p0,random_fixed,1234,60
0002_query_0000007717,kitti360:0002_p0,random_fixed,1234,236
0002_query_0000007723,kitti360:0002_p0,random_fixed,1234,35
0002_query_0000007729,kitti360:0002_p0,random_fixed,1234,3
0002_query_0000007735,kitti360:0002_p0,random_fixed,1234,1
0002_query_0000007741,kitti360:0002_p0,random_fixed,1234,1
0002_query_0000007748,kitti360:0002_p0,random_fixed,1234,357
0002_query_0000007755,kitti360:0002_p0,random_fixed,1234,113
0002_query_0000007763,kitti360:0002_p0,random_fixed,1234,80
0002_query_0000007773,kitti360:0002_p0,random_fixed,1234,61
0002_query_0000007788,kitti360:0002_p0,random_fixed,1234,229
0002_query_0000007803,kitti360:0002_p0,random_fixed,1234,284
0002_query_0000007814,kitti360:0002_p0,random_fixed,1234,60
0002_query_0000007823,kitti360:0002_p0,random_fixed,1234,45
0002_query_0000010956,kitti360:0002_p1,random_fixed,1234,58
0002_query_0000010970,kitti360:0002_p1,random_fixed,1234,214
0002_query_0000010991,kitti360:0002_p1,random_fixed,1234,26
0002_query_0000011006,kitti360:0002_p1,random_fixed,1234,15
0002_query_0000011017,kitti360:0002_p1,random_fixed,1234,55
0002_query_0000009119,kitti360:0002_p2,random_fixed,1234,129
0002_query_0000009128,kitti360:0002_p2,random_fixed,1234,18
0002_query_0000009137,kitti360:0002_p2,random_fixed,1234,1
0002_query_0000009145,kitti360:0002_p2,random_fixed,1234,10
0002_query_0000009153,kitti360:0002_p2,random_fixed,1234,20
0002_query_0000009161,kitti360:0002_p2,random_fixed,1234,46
0002_query_0000009169,kitti360:0002_p2,random_fixed,1234,399
0002_query_0000009176,kitti360:0002_p2,random_fixed,1234,98
0002_query_0000009183,kitti360:0002_p2,random_fixed,1234,233
0002_query_0000009190,kitti360:0002_p2,random_fixed,1234,738
0002_query_0000009197,kitti360:0002_p2,random_fixed,1234,1037
0002_query_0000012928,kitti360:0002_p3,random_fixed,1234,54
0002_query_0000012940,kitti360:0002_p3,random_fixed,1234,37
0002_query_0000012990,kitti360:0002_p3,random_fixed,1234,66
0002_query_0000013518,kitti360:0002_p3,random_fixed,1234,26
0002_query_0000013527,kitti360:0002_p3,random_fixed,1234,78
0002_query_0000013538,kitti360:0002_p3,random_fixed,1234,1
0002_query_0000013554,kitti360:0002_p3,random_fixed,1234,11
0002_query_0000013568,kitti360:0002_p3,random_fixed,1234,4
0002_query_0000013578,kitti360:0002_p3,random_fixed,1234,26
0002_query_0000013586,kitti360:0002_p3,random_fixed,1234,12
0002_query_0000013593,kitti360:0002_p3,random_fixed,1234,260
0002_query_0000013600,kitti360:0002_p3,random_fixed,1234,8
0002_query_0000013606,kitti360:0002_p3,random_fixed,1234,31
0002_query_0000013612,kitti360:0002_p3,random_fixed,1234,2
0002_query_0000013618,kitti360:0002_p3,random_fixed,1234,4
0002_query_0000013624,kitti360:0002_p3,random_fixed,1234,16
0002_query_0000013629,kitti360:0002_p3,random_fixed,1234,37
0002_query_0000013634,kitti360:0002_p3,random_fixed,1234,130
0002_query_0000013639,kitti360:0002_p3,random_fixed,1234,6
0002_query_0000013644,kitti360:0002_p3,random_fixed,1234,24
0002_query_0000013650,kitti360:0002_p3,random_fixed,1234,18
0002_query_0000013656,kitti360:0002_p3,random_fixed,1234,23
0002_query_0000013662,kitti360:0002_p3,random_fixed,1234,27
0002_query_0000013668,kitti360:0002_p3,random_fixed,1234,1
0002_query_0000013674,kitti360:0002_p3,random_fixed,1234,14
0002_query_0000015334,kitti360:0002_p4,random_fixed,1234,129
0002_query_0000015340,kitti360:0002_p4,random_fixed,1234,50
0002_query_0000015346,kitti360:0002_p4,random_fixed,1234,2
0002_query_0000015352,kitti360:0002_p4,random_fixed,1234,280
0002_query_0000015358,kitti360:0002_p4,random_fixed,1234,139
0002_query_0000015364,kitti360:0002_p4,random_fixed,1234,167
0002_query_0000015370,kitti360:0002_p4,random_fixed,1234,277
0002_query_0000014392,kitti360:0002_p5,random_fixed,1234,64
0002_query_0000014398,kitti360:0002_p5,random_fixed,1234,129
0002_query_0000014404,kitti360:0002_p5,random_fixed,1234,94
0002_query_0000014410,kitti360:0002_p5,random_fixed,1234,74
0002_query_0000014416,kitti360:0002_p5,random_fixed,1234,12
0002_query_0000014421,kitti360:0002_p5,random_fixed,1234,57
0002_query_0000014426,kitti360:0002_p5,random_fixed,1234,104
0002_query_0000014431,kitti360:0002_p5,random_fixed,1234,77
0002_query_0000014436,kitti360:0002_p5,random_fixed,1234,30
0002_query_0000014441,kitti360:0002_p5,random_fixed,1234,74
0002_query_0000014446,kitti360:0002_p5,random_fixed,1234,31
0002_query_0000014451,kitti360:0002_p5,random_fixed,1234,8
0002_query_0000014456,kitti360:0002_p5,random_fixed,1234,42
0002_query_0000014461,kitti360:0002_p5,random_fixed,1234,121
0002_query_0000014466,kitti360:0002_p5,random_fixed,1234,31
0002_query_0000014471,kitti360:0002_p5,random_fixed,1234,158
0002_query_0000014476,kitti360:0002_p5,random_fixed,1234,51
0002_query_0000014481,kitti360:0002_p5,random_fixed,1234,123
0002_query_0000014486,kitti360:0002_p5,random_fixed,1234,87
0002_query_0000018025,kitti360:0002_p6,random_fixed,1234,226
0002_query_0000018042,kitti360:0002_p6,random_fixed,1234,22
0002_query_0000018065,kitti360:0002_p6,random_fixed,1234,7
0002_query_0000018080,kitti360:0002_p6,random_fixed,1234,20
0002_query_0000018091,kitti360:0002_p6,random_fixed,1234,46
0002_query_0000017324,kitti360:0002_p7,random_fixed,1234,162
0002_query_0000017334,kitti360:0002_p7,random_fixed,1234,40
0002_query_0000017348,kitti360:0002_p7,random_fixed,1234,1
0002_query_0000017361,kitti360:0002_p7,random_fixed,1234,2
0002_query_0000017371,kitti360:0002_p7,random_fixed,1234,13
0002_query_0000017379,kitti360:0002_p7,random_fixed,1234,15
0002_query_0000017386,kitti360:0002_p7,random_fixed,1234,51
0002_query_0000017393,kitti360:0002_p7,random_fixed,1234,1
0002_query_0000017400,kitti360:0002_p7,random_fixed,1234,282
0002_query_0000017407,kitti360:0002_p7,random_fixed,1234,2
0002_query_0000017413,kitti360:0002_p7,random_fixed,1234,2
0002_query_0000017419,kitti360:0002_p7,random_fixed,1234,1
0002_query_0000017425,kitti360:0002_p7,random_fixed,1234,71
0002_query_0000017431,kitti360:0002_p7,random_fixed,1234,59
0002_query_0000017437,kitti360:0002_p7,random_fixed,1234,1
0002_query_0000017443,kitti360:0002_p7,random_fixed,1234,3
0002_query_0000017449,kitti360:0002_p7,random_fixed,1234,6
0002_query_0000017455,kitti360:0002_p7,random_fixed,1234,1
0002_query_0000017461,kitti360:0002_p7,random_fixed,1234,1
0002_query_0000017468,kitti360:0002_p7,random_fixed,1234,4
0002_query_0000017475,kitti360:0002_p7,random_fixed,1234,1
0002_query_0000017482,kitti360:0002_p7,random_fixed,1234,1
0002_query_0000017490,kitti360:0002_p7,random_fixed,1234,1
0000_query_0000002225,kitti360:0000_p0,oracle_grad,1234,5
0000_query_0000001786,kitti360:0000_p1,oracle_grad,1234,59
0000_query_0000001796,kitti360:0000_p1,oracle_grad,1234,2
0000_query_0000001805,kitti360:0000_p1,oracle_grad,1234,1
0000_query_0000001813,kitti360:0000_p1,oracle_grad,1234,1
0000_query_0000001821,kitti360:0000_p1,oracle_grad,1234,11
0000_query_0000001828,kitti360:0000_p1,oracle_grad,1234,1
0000_query_0000001835,kitti360:0000_p1,oracle_grad,1234,1
0000_query_0000001842,kitti360:0000_p1,oracle_grad,1234,1
0000_query_0000001849,kitti360:0000_p1,oracle_grad,1234,1
0000_query_0000001856,kitti360:0000_p1,oracle_grad,1234,1
0000_query_0000001863,kitti360:0000_p1,oracle_grad,1234,1
0000_query_0000001871,kitti360:0000_p1,oracle_grad,1234,1
0000_query_0000001880,kitti360:0000_p1,oracle_grad,1234,2
0000_query_0000001890,kitti360:0000_p1,oracle_grad,1234,580
0000_query_0000001900,kitti360:0000_p1,oracle_grad,1234,1050
0000_query_0000001909,kitti360:0000_p1,oracle_grad,1234,874
0000_query_0000006327,kitti360:0000_p2,oracle_grad,1234,866
0000_query_0000006343,kitti360:0000_p2,oracle_grad,1234,157
0000_query_0000006361,kitti360:0000_p2,oracle_grad,1234,200
0000_query_0000006374,kitti360:0000_p2,oracle_grad,1234,266
0000_query_0000006384,kitti360:0000_p2,oracle_grad,1234,591
0000_query_0000006392,kitti360:0000_p2,oracle_grad,1234,437
0000_query_0000007742,kitti360:0000_p2,oracle_grad,1234,690
0000_query_0000007751,kitti360:0000_p2,oracle_grad,1234,907
0000_query_0000007761,kitti360:0000_p2,oracle_grad,1234,112
0000_query_0000007771,kitti360:0000_p2,oracle_grad,1234,262
0000_query_0000007781,kitti360:0000_p2,oracle_grad,1234,4
0000_query_0000007789,kitti360:0000_p2,oracle_grad,1234,3
0000_query_0000007796,kitti360:0000_p2,oracle_grad,1234,121
0000_query_0000007803,kitti360:0000_p2,oracle_grad,1234,32
0000_query_0000007809,kitti360:0000_p2,oracle_grad,1234,58
0000_query_0000007815,kitti360:0000_p2,oracle_grad,1234,771
0000_query_0000007821,kitti360:0000_p2,oracle_grad,1234,318
0000_query_0000007827,kitti360:0000_p2,oracle_grad,1234,15
0000_query_0000007833,kitti360:0000_p2,oracle_grad,1234,338
0000_query_0000007839,kitti360:0000_p2,oracle_grad,1234,273
0000_query_0000007845,kitti360:0000_p2,oracle_grad,1234,317
0000_query_0000007852,kitti360:0000_p2,oracle_grad,1234,339
0000_query_0000007860,kitti360:0000_p2,oracle_grad,1234,220
0000_query_0000007868,kitti360:0000_p2,oracle_grad,1234,1
0000_query_0000007876,kitti360:0000_p2,oracle_grad,1234,3
0000_query_0000005898,kitti360:0000_p3,oracle_grad,1234,8
0000_query_0000005910,kitti360:0000_p3,oracle_grad,1234,166
0000_query_0000005922,kitti360:0000_p3,oracle_grad,1234,2
0000_query_0000005935,kitti360:0000_p3,oracle_grad,1234,1
0000_query_0000005951,kitti360:0000_p3,oracle_grad,1234,1
0000_query_0000005962,kitti360:0000_p3,oracle_grad,1234,8
0000_query_0000005971,kitti360:0000_p3,oracle_grad,1234,73
0000_query_0000005979,kitti360:0000_p3,oracle_grad,1234,9
0000_query_0000005987,kitti360:0000_p3,oracle_grad,1234,33
0000_query_0000005995,kitti360:0000_p3,oracle_grad,1234,7
0000_query_0000006003,kitti360:0000_p3,oracle_grad,1234,23
0000_query_0000006011,kitti360:0000_p3,oracle_grad,1234,6
0000_query_0000006019,kitti360:0000_p3,oracle_grad,1234,58
0000_query_0000006028,kitti360:0000_p3,oracle_grad,1234,5
0000_query_0000006038,kitti360:0000_p3,oracle_grad,1234,3
0000_query_0000006049,kitti360:0000_p3,oracle_grad,1234,17
0000_query_0000010906,kitti360:0000_p4,oracle_grad,1234,22
0000_query_0000010916,kitti360:0000_p4,oracle_grad,1234,1
0000_query_0000010931,kitti360:0000_p4,oracle_grad,1234,13
0000_query_0000010944,kitti360:0000_p4,oracle_grad,1234,102
0000_query_0000010954,kitti360:0000_p4,oracle_grad,1234,26
0000_query_0000010266,kitti360:0000_p5,oracle_grad,1234,49
0000_query_0000010277,kitti360:0000_p5,oracle_grad,1234,22
0000_query_0000010287,kitti360:0000_p5,oracle_grad,1234,3
0000_query_0000010298,kitti360:0000_p5,oracle_grad,1234,47
0000_query_0000010307,kitti360:0000_p5,oracle_grad,1234,110
0000_query_0000009717,kitti360:0000_p6,oracle_grad,1234,53
0000_query_0000009724,kitti360:0000_p6,oracle_grad,1234,79
0000_query_0000009731,kitti360:0000_p6,oracle_grad,1234,27
0000_query_0000009738,kitti360:0000_p6,oracle_grad,1234,16
0000_query_0000009745,kitti360:0000_p6,oracle_grad,1234,231
0000_query_0000009752,kitti360:0000_p6,oracle_grad,1234,69
0000_query_0000009759,kitti360:0000_p6,oracle_grad,1234,20
0000_query_0000009766,kitti360:0000_p6,oracle_grad,1234,134
0000_query_0000009773,kitti360:0000_p6,oracle_grad,1234,82
0000_query_0000009780,kitti360:0000_p6,oracle_grad,1234,1
0000_query_0000009787,kitti360:0000_p6,oracle_grad,1234,2
0000_query_0000009794,kitti360:0000_p6,oracle_grad,1234,3
0000_query_0000009801,kitti360:0000_p6,oracle_grad,1234,7
0000_query_0000009808,kitti360:0000_p6,oracle_grad,1234,12
0000_query_0000009817,kitti360:0000_p6,oracle_grad,1234,237
0000_query_0000009830,kitti360:0000_p6,oracle_grad,1234,66
0000_query_0000009843,kitti360:0000_p6,oracle_grad,1234,1
0000_query_0000009853,kitti360:0000_p6,oracle_grad,1234,1
0000_query_0000009861,kitti360:0000_p6,oracle_grad,1234,1
0000_query_0000009868,kitti360:0000_p6,oracle_grad,1234,7
0000_query_0000009874,kitti360:0000_p6,oracle_grad,1234,2
0000_query_0000009880,kitti360:0000_p6,oracle_grad,1234,2
0000_query_0000009886,kitti360:0000_p6,oracle_grad,1234,1
0000_query_0000009892,kitti360:0000_p6,oracle_grad,1234,3
0000_query_0000009898,kitti360:0000_p6,oracle_grad,1234,1
0000_query_0000010434,kitti360:0000_p7,oracle_grad,1234,176
0000_query_0000010445,kitti360:0000_p7,oracle_grad,1234,14
0000_query_0000010459,kitti360:0000_p7,oracle_grad,1234,20
0000_query_0000010471,kitti360:0000_p7,oracle_grad,1234,5
0000_query_0000010480,kitti360:0000_p7,oracle_grad,1234,17
0000_query_0000010488,kitti360:0000_p7,oracle_grad,1234,1
0000_query_0000010495,kitti360:0000_p7,oracle_grad,1234,4
0000_query_0000010502,kitti360:0000_p7,oracle_grad,1234,9
0000_query_0000010509,kitti360:0000_p7,oracle_grad,1234,17
0000_query_0000010516,kitti360:0000_p7,oracle_grad,1234,2
0000_query_0000010523,kitti360:0000_p7,oracle_grad,1234,1
