query_id,place_id,condition,seed,correct_rank
0000_query_0000009752,kitti360:0000_p6,transfer_3,1236,56
0000_query_0000009759,kitti360:0000_p6,isotropic,1234,38
0000_query_0000009759,kitti360:0000_p6,transfer_3,1234,61
0000_query_0000009759,kitti360:0000_p6,isotropic,1235,44
0000_query_0000009759,kitti360:0000_p6,transfer_3,1235,319
0000_query_0000009759,kitti360:0000_p6,isotropic,1236,50
0000_query_0000009759,kitti360:0000_p6,transfer_3,1236,25
0000_query_0000009766,kitti360:0000_p6,isotropic,1234,132
0000_query_0000009766,kitti360:0000_p6,transfer_3,1234,330
0000_query_0000009766,kitti360:0000_p6,isotropic,1235,141
0000_query_0000009766,kitti360:0000_p6,transfer_3,1235,277
0000_query_0000009766,kitti360:0000_p6,isotropic,1236,126
0000_query_0000009766,kitti360:0000_p6,transfer_3,1236,206
0000_query_0000009773,kitti360:0000_p6,isotropic,1234,64
0000_query_0000009773,kitti360:0000_p6,transfer_3,1234,18
0000_query_0000009773,kitti360:0000_p6,isotropic,1235,77
0000_query_0000009773,kitti360:0000_p6,transfer_3,1235,19
0000_query_0000009773,kitti360:0000_p6,isotropic,1236,72
0000_query_0000009773,kitti360:0000_p6,transfer_3,1236,16
0000_query_0000009780,kitti360:0000_p6,isotropic,1234,1
0000_query_0000009780,kitti360:0000_p6,transfer_3,1234,1
0000_query_0000009780,kitti360:0000_p6,isotropic,1235,1
0000_query_0000009780,kitti360:0000_p6,transfer_3,1235,1
0000_query_0000009780,kitti360:0000_p6,isotropic,1236,1
0000_query_0000009780,kitti360:0000_p6,transfer_3,1236,1
0000_query_0000009787,kitti360:0000_p6,isotropic,1234,2
0000_query_0000009787,kitti360:0000_p6,transfer_3,1234,1
0000_query_0000009787,kitti360:0000_p6,isotropic,1235,2
0000_query_0000009787,kitti360:0000_p6,transfer_3,1235,2
0000_query_0000009787,kitti360:0000_p6,isotropic,1236,2
0000_query_0000009787,kitti360:0000_p6,transfer_3,1236,3
0000_query_0000009794,kitti360:0000_p6,isotropic,1234,2
0000_query_0000009794,kitti360:0000_p6,transfer_3,1234,4
0000_query_0000009794,kitti360:0000_p6,isotropic,1235,2
0000_query_0000009794,kitti360:0000_p6,transfer_3,1235,7
0000_query_0000009794,kitti360:0000_p6,isotropic,1236,2
0000_query_0000009794,kitti360:0000_p6,transfer_3,1236,9
0000_query_0000009801,kitti360:0000_p6,isotropic,1234,7
0000_query_0000009801,kitti360:0000_p6,transfer_3,1234,10
0000_query_0000009801,kitti360:0000_p6,isotropic,1235,9
0000_query_0000009801,kitti360:0000_p6,transfer_3,1235,5
0000_query_0000009801,kitti360:0000_p6,isotropic,1236,10
0000_query_0000009801,kitti360:0000_p6,transfer_3,1236,7
0000_query_0000009808,kitti360:0000_p6,isotropic,1234,12
0000_query_0000009808,kitti360:0000_p6,transfer_3,1234,173
0000_query_0000009808,kitti360:0000_p6,isotropic,1235,14
0000_query_0000009808,kitti360:0000_p6,transfer_3,1235,280
0000_query_0000009808,kitti360:0000_p6,isotropic,1236,15
0000_query_0000009808,kitti360:0000_p6,transfer_3,1236,123
0000_query_0000009817,kitti360:0000_p6,isotropic,1234,235
0000_query_0000009817,kitti360:0000_p6,transfer_3,1234,148
0000_query_0000009817,kitti360:0000_p6,isotropic,1235,223
0000_query_0000009817,kitti360:0000_p6,transfer_3,1235,241
0000_query_0000009817,kitti360:0000_p6,isotropic,1236,254
0000_query_0000009817,kitti360:0000_p6,transfer_3,1236,142
0000_query_0000009830,kitti360:0000_p6,isotropic,1234,47
0000_query_0000009830,kitti360:0000_p6,transfer_3,1234,129
0000_query_0000009830,kitti360:0000_p6,isotropic,1235,66
0000_query_0000009830,kitti360:0000_p6,transfer_3,1235,145
0000_query_0000009830,kitti360:0000_p6,isotropic,1236,68
0000_query_0000009830,kitti360:0000_p6,transfer_3,1236,163
0000_query_0000009843,kitti360:0000_p6,isotropic,1234,1
0000_query_0000009843,kitti360:0000_p6,transfer_3,1234,1
0000_query_0000009843,kitti360:0000_p6,isotropic,1235,1
0000_query_0000009843,kitti360:0000_p6,transfer_3,1235,1
0000_query_0000009843,kitti360:0000_p6,isotropic,1236,1
0000_query_0000009843,kitti360:0000_p6,transfer_3,1236,1
0000_query_0000009853,kitti360:0000_p6,isotropic,1234,1
0000_query_0000009853,kitti360:0000_p6,transfer_3,1234,1
0000_query_0000009853,kitti360:0000_p6,isotropic,1235,1
0000_query_0000009853,kitti360:0000_p6,transfer_3,1235,1
0000_query_0000009853,kitti360:0000_p6,isotropic,1236,1
0000_query_0000009853,kitti360:0000_p6,transfer_3,1236,1
0000_query_0000009861,kitti360:0000_p6,isotropic,1234,1
0000_query_0000009861,kitti360:0000_p6,transfer_3,1234,1
0000_query_0000009861,kitti360:0000_p6,isotropic,1235,1
0000_query_0000009861,kitti360:0000_p6,transfer_3,1235,1
0000_query_0000009861,kitti360:0000_p6,isotropic,1236,1
0000_query_0000009861,kitti360:0000_p6,transfer_3,1236,2
0000_query_0000009868,kitti360:0000_p6,isotropic,1234,6
0000_query_0000009868,kitti360:0000_p6,transfer_3,1234,3
0000_query_0000009868,kitti360:0000_p6,isotropic,1235,5
0000_query_0000009868,kitti360:0000_p6,transfer_3,1235,1
0000_query_0000009868,kitti360:0000_p6,isotropic,1236,4
0000_query_0000009868,kitti360:0000_p6,transfer_3,1236,1
0000_query_0000009874,kitti360:0000_p6,isotropic,1234,2
0000_query_0000009874,kitti360:0000_p6,transfer_3,1234,1
0000_query_0000009874,kitti360:0000_p6,isotropic,1235,2
0000_query_0000009874,kitti360:0000_p6,transfer_3,1235,1
0000_query_0000009874,kitti360:0000_p6,isotropic,1236,2
0000_query_0000009874,kitti360:0000_p6,transfer_3,1236,1
0000_query_0000009880,kitti360:0000_p6,isotropic,1234,2
0000_query_0000009880,kitti360:0000_p6,transfer_3,1234,1
0000_query_0000009880,kitti360:0000_p6,isotropic,1235,2
0000_query_0000009880,kitti360:0000_p6,transfer_3,1235,1
0000_query_0000009880,kitti360:0000_p6,isotropic,1236,2
0000_query_0000009880,kitti360:0000_p6,transfer_3,1236,1
0000_query_0000009886,kitti360:0000_p6,isotropic,1234,1
0000_query_0000009886,kitti360:0000_p6,transfer_3,1234,1
0000_query_0000009886,kitti360:0000_p6,isotropic,1235,1
0000_query_0000009886,kitti360:0000_p6,transfer_3,1235,1
0000_query_0000009886,kitti360:0000_p6,isotropic,1236,1
0000_query_0000009886,kitti360:0000_p6,transfer_3,1236,1
0000_query_0000009892,kitti360:0000_p6,isotropic,1234,3
0000_query_0000009892,kitti360:0000_p6,transfer_3,1234,1
0000_query_0000009892,kitti360:0000_p6,isotropic,1235,2
0000_query_0000009892,kitti360:0000_p6,transfer_3,1235,1
0000_query_0000009892,kitti360:0000_p6,isotropic,1236,3
0000_query_0000009892,kitti360:0000_p6,transfer_3,1236,1
0000_query_0000009898,kitti360:0000_p6,isotropic,1234,1
0000_query_0000009898,kitti360:0000_p6,transfer_3,1234,1
0000_query_0000009898,kitti360:0000_p6,isotropic,1235,1
0000_query_0000009898,kitti360:0000_p6,transfer_3,1235,1
0000_query_0000009898,kitti360:0000_p6,isotropic,1236,1
0000_query_0000009898,kitti360:0000_p6,transfer_3,1236,1
0000_query_0000010434,kitti360:0000_p7,isotropic,1234,159
0000_query_0000010434,kitti360:0000_p7,transfer_3,1234,142
0000_query_0000010434,kitti360:0000_p7,isotropic,1235,153
0000_query_0000010434,kitti360:0000_p7,transfer_3,1235,186
0000_query_0000010434,kitti360:0000_p7,isotropic,1236,221
0000_query_0000010434,kitti360:0000_p7,transfer_3,1236,56
0000_query_0000010445,kitti360:0000_p7,isotropic,1234,3
0000_query_0000010445,kitti360:0000_p7,transfer_3,1234,209
0000_query_0000010445,kitti360:0000_p7,isotropic,1235,3
0000_query_0000010445,kitti360:0000_p7,transfer_3,1235,108
0000_query_0000010445,kitti360:0000_p7,isotropic,1236,4
0000_query_0000010445,kitti360:0000_p7,transfer_3,1236,128
0000_query_0000010459,kitti360:0000_p7,isotropic,1234,21
0000_query_0000010459,kitti360:0000_p7,transfer_3,1234,26
0000_query_0000010459,kitti360:0000_p7,isotropic,1235,15
0000_query_0000010459,kitti360:0000_p7,transfer_3,1235,36
0000_query_0000010459,kitti360:0000_p7,isotropic,1236,19
0000_query_0000010459,kitti360:0000_p7,transfer_3,1236,65
0000_query_0000010471,kitti360:0000_p7,isotropic,1234,10
0000_query_0000010471,kitti360:0000_p7,transfer_3,1234,13
0000_query_0000010471,kitti360:0000_p7,isotropic,1235,12
0000_query_0000010471,kitti360:0000_p7,transfer_3,1235,16
0000_query_0000010471,kitti360:0000_p7,isotropic,1236,11
0000_query_0000010471,kitti360:0000_p7,transfer_3,1236,17
0000_query_0000010480,kitti360:0000_p7,isotropic,1234,25
0000_query_0000010480,kitti360:0000_p7,transfer_3,1234,7
0000_query_0000010480,kitti360:0000_p7,isotropic,1235,33
0000_query_0000010480,kitti360:0000_p7,transfer_3,1235,11
0000_query_0000010480,kitti360:0000_p7,isotropic,1236,33
0000_query_0000010480,kitti360:0000_p7,transfer_3,1236,26
0000_query_0000010488,kitti360:0000_p7,isotropic,1234,1
0000_query_0000010488,kitti360:0000_p7,transfer_3,1234,3
0000_query_0000010488,kitti360:0000_p7,isotropic,1235,2
0000_query_0000010488,kitti360:0000_p7,transfer_3,1235,16
0000_query_0000010488,kitti360:0000_p7,isotropic,1236,2
0000_query_0000010488,kitti360:0000_p7,transfer_3,1236,19
0000_query_0000010495,kitti360:0000_p7,isotropic,1234,5
0000_query_0000010495,kitti360:0000_p7,transfer_3,1234,5
0000_query_0000010495,kitti360:0000_p7,isotropic,1235,4
0000_query_0000010495,kitti360:0000_p7,transfer_3,1235,2
0000_query_0000010495,kitti360:0000_p7,isotropic,1236,5
0000_query_0000010495,kitti360:0000_p7,transfer_3,1236,2
0000_query_0000010502,kitti360:0000_p7,isotropic,1234,9
0000_query_0000010502,kitti360:0000_p7,transfer_3,1234,22
0000_query_0000010502,kitti360:0000_p7,isotropic,1235,10
0000_query_0000010502,kitti360:0000_p7,transfer_3,1235,23
0000_query_0000010502,kitti360:0000_p7,isotropic,1236,11
0000_query_0000010502,kitti360:0000_p7,transfer_3,1236,17
0000_query_0000010509,kitti360:0000_p7,isotropic,1234,20
0000_query_0000010509,kitti360:0000_p7,transfer_3,1234,31
0000_query_0000010509,kitti360:0000_p7,isotropic,1235,14
0000_query_0000010509,kitti360:0000_p7,transfer_3,1235,16
0000_query_0000010509,kitti360:0000_p7,isotropic,1236,14
0000_query_0000010509,kitti360:0000_p7,transfer_3,1236,25
0000_query_0000010516,kitti360:0000_p7,isotropic,1234,3
0000_query_0000010516,kitti360:0000_p7,transfer_3,1234,36
0000_query_0000010516,kitti360:0000_p7,isotropic,1235,4
0000_query_0000010516,kitti360:0000_p7,transfer_3,1235,19
0000_query_0000010516,kitti360:0000_p7,isotropic,1236,2
0000_query_0000010516,kitti360:0000_p7,transfer_3,1236,19
0000_query_0000010523,kitti360:0000_p7,isotropic,1234,2
0000_query_0000010523,kitti360:0000_p7,transfer_3,1234,5
0000_query_0000010523,kitti360:0000_p7,isotropic,1235,3
0000_query_0000010523,kitti360:0000_p7,transfer_3,1235,8
0000_query_0000010523,kitti360:0000_p7,isotropic,1236,3
0000_query_0000010523,kitti360:0000_p7,transfer_3,1236,6
0000_query_0000010530,kitti360:0000_p7,isotropic,1234,11
0000_query_0000010530,kitti360:0000_p7,transfer_3,1234,16
0000_query_0000010530,kitti360:0000_p7,isotropic,1235,12
0000_query_0000010530,kitti360:0000_p7,transfer_3,1235,20
0000_query_0000010530,kitti360:0000_p7,isotropic,1236,10
0000_query_0000010530,kitti360:0000_p7,transfer_3,1236,22
0000_query_0000010537,kitti360:0000_p7,isotropic,1234,7
0000_query_0000010537,kitti360:0000_p7,transfer_3,1234,31
0000_query_0000010537,kitti360:0000_p7,isotropic,1235,8
0000_query_0000010537,kitti360:0000_p7,transfer_3,1235,12
0000_query_0000010537,kitti360:0000_p7,isotropic,1236,9
0000_query_0000010537,kitti360:0000_p7,transfer_3,1236,21
0000_query_0000010545,kitti360:0000_p7,isotropic,1234,2
0000_query_0000010545,kitti360:0000_p7,transfer_3,1234,4
0000_query_0000010545,kitti360:0000_p7,isotropic,1235,2
0000_query_0000010545,kitti360:0000_p7,transfer_3,1235,11
0000_query_0000010545,kitti360:0000_p7,isotropic,1236,1
0000_query_0000010545,kitti360:0000_p7,transfer_3,1236,13
0000_query_0000010553,kitti360:0000_p7,isotropic,1234,2
0000_query_0000010553,kitti360:0000_p7,transfer_3,1234,9
0000_query_0000010553,kitti360:0000_p7,isotropic,1235,4
0000_query_0000010553,kitti360:0000_p7,transfer_3,1235,11
0000_query_0000010553,kitti360:0000_p7,isotropic,1236,3
0000_query_0000010553,kitti360:0000_p7,transfer_3,1236,11
0000_query_0000010560,kitti360:0000_p7,isotropic,1234,21
0000_query_0000010560,kitti360:0000_p7,transfer_3,1234,39
0000_query_0000010560,kitti360:0000_p7,isotropic,1235,28
0000_query_0000010560,kitti360:0000_p7,transfer_3,1235,22
0000_query_0000010560,kitti360:0000_p7,isotropic,1236,19
0000_query_0000010560,kitti360:0000_p7,transfer_3,1236,32
0000_query_0000010567,kitti360:0000_p7,isotropic,1234,1
0000_query_0000010567,kitti360:0000_p7,transfer_3,1234,10
0000_query_0000010567,kitti360:0000_p7,isotropic,1235,1
0000_query_0000010567,kitti360:0000_p7,transfer_3,1235,7
0000_query_0000010567,kitti360:0000_p7,isotropic,1236,1
0000_query_0000010567,kitti360:0000_p7,transfer_3,1236,6
0000_query_0000010574,kitti360:0000_p7,isotropic,1234,16
0000_query_0000010574,kitti360:0000_p7,transfer_3,1234,13
0000_query_0000010574,kitti360:0000_p7,isotropic,1235,13
0000_query_0000010574,kitti360:0000_p7,transfer_3,1235,10
0000_query_0000010574,kitti360:0000_p7,isotropic,1236,10
0000_query_0000010574,kitti360:0000_p7,transfer_3,1236,10
0000_query_0000010581,kitti360:0000_p7,isotropic,1234,1
0000_query_0000010581,kitti360:0000_p7,transfer_3,1234,2
0000_query_0000010581,kitti360:0000_p7,isotropic,1235,1
0000_query_0000010581,kitti360:0000_p7,transfer_3,1235,2
0000_query_0000010581,kitti360:0000_p7,isotropic,1236,1
0000_query_0000010581,kitti360:0000_p7,transfer_3,1236,2
0000_query_0000010588,kitti360:0000_p7,isotropic,1234,1
0000_query_0000010588,kitti360:0000_p7,transfer_3,1234,1
0000_query_0000010588,kitti360:0000_p7,isotropic,1235,2
0000_query_0000010588,kitti360:0000_p7,transfer_3,1235,3
0000_query_0000010588,kitti360:0000_p7,isotropic,1236,1
0000_query_0000010588,kitti360:0000_p7,transfer_3,1236,3
0000_query_0000010594,kitti360:0000_p7,isotropic,1234,12
0000_query_0000010594,kitti360:0000_p7,transfer_3,1234,9
0000_query_0000010594,kitti360:0000_p7,isotropic,1235,13
0000_query_0000010594,kitti360:0000_p7,transfer_3,1235,8
0000_query_0000010594,kitti360:0000_p7,isotropic,1236,12
0000_query_0000010594,kitti360:0000_p7,transfer_3,1236,7
0000_query_0000010600,kitti360:0000_p7,isotropic,1234,1
0000_query_0000010600,kitti360:0000_p7,transfer_3,1234,17
0000_query_0000010600,kitti360:0000_p7,isotropic,1235,5
0000_query_0000010600,kitti360:0000_p7,transfer_3,1235,10
0000_query_0000010600,kitti360:0000_p7,isotropic,1236,4
0000_query_0000010600,kitti360:0000_p7,transfer_3,1236,27
0000_query_0000010606,kitti360:0000_p7,isotropic,1234,23
0000_query_0000010606,kitti360:0000_p7,transfer_3,1234,12
0000_query_0000010606,kitti360:0000_p7,isotropic,1235,12
0000_query_0000010606,kitti360:0000_p7,transfer_3,1235,17
0000_query_0000010606,kitti360:0000_p7,isotropic,1236,18
0000_query_0000010606,kitti360:0000_p7,transfer_3,1236,9
0000_query_0000010612,kitti360:0000_p7,isotropic,1234,11
0000_query_0000010612,kitti360:0000_p7,transfer_3,1234,33
0000_query_0000010612,kitti360:0000_p7,isotropic,1235,6
0000_query_0000010612,kitti360:0000_p7,transfer_3,1235,34
0000_query_0000010612,kitti360:0000_p7,isotropic,1236,9
0000_query_0000010612,kitti360:0000_p7,transfer_3,1236,39
0000_query_0000010618,kitti360:0000_p7,isotropic,1234,12
0000_query_0000010618,kitti360:0000_p7,transfer_3,1234,128
0000_query_0000010618,kitti360:0000_p7,isotropic,1235,12
0000_query_0000010618,kitti360:0000_p7,transfer_3,1235,56
0000_query_0000010618,kitti360:0000_p7,isotropic,1236,18
0000_query_0000010618,kitti360:0000_p7,transfer_3,1236,83
0002_query_0000007711,kitti360:0002_p0,isotropic,1234,97
0002_query_0000007711,kitti360:0002_p0,transfer_3,1234,432
0002_query_0000007711,kitti360:0002_p0,isotropic,1235,45
0002_query_0000007711,kitti360:0002_p0,transfer_3,1235,542
0002_query_0000007711,kitti360:0002_p0,isotropic,1236,88
0002_query_0000007711,kitti360:0002_p0,transfer_3,1236,611
0002_query_0000007717,kitti360:0002_p0,isotropic,1234,225
0002_query_0000007717,kitti360:0002_p0,transfer_3,1234,620
0002_query_0000007717,kitti360:0002_p0,isotropic,1235,173
0002_query_0000007717,kitti360:0002_p0,transfer_3,1235,599
0002_query_0000007717,kitti360:0002_p0,isotropic,1236,166
0002_query_0000007717,kitti360:0002_p0,transfer_3,1236,642
0002_query_0000007723,kitti360:0002_p0,isotropic,1234,28
0002_query_0000007723,kitti360:0002_p0,transfer_3,1234,58
0002_query_0000007723,kitti360:0002_p0,isotropic,1235,14
0002_query_0000007723,kitti360:0002_p0,transfer_3,1235,43
0002_query_0000007723,kitti360:0002_p0,isotropic,1236,20
0002_query_0000007723,kitti360:0002_p0,transfer_3,1236,70
0002_query_0000007729,kitti360:0002_p0,isotropic,1234,2
0002_query_0000007729,kitti360:0002_p0,transfer_3,1234,33
0002_query_0000007729,kitti360:0002_p0,isotropic,1235,3
0002_query_0000007729,kitti360:0002_p0,transfer_3,1235,64
0002_query_0000007729,kitti360:0002_p0,isotropic,1236,3
0002_query_0000007729,kitti360:0002_p0,transfer_3,1236,30
0002_query_0000007735,kitti360:0002_p0,isotropic,1234,3
0002_query_0000007735,kitti360:0002_p0,transfer_3,1234,24
0002_query_0000007735,kitti360:0002_p0,isotropic,1235,4
0002_query_0000007735,kitti360:0002_p0,transfer_3,1235,27
0002_query_0000007735,kitti360:0002_p0,isotropic,1236,4
0002_query_0000007735,kitti360:0002_p0,transfer_3,1236,29
0002_query_0000007741,kitti360:0002_p0,isotropic,1234,1
0002_query_0000007741,kitti360:0002_p0,transfer_3,1234,3
0002_query_0000007741,kitti360:0002_p0,isotropic,1235,1
0002_query_0000007741,kitti360:0002_p0,transfer_3,1235,2
0002_query_0000007741,kitti360:0002_p0,isotropic,1236,1
0002_query_0000007741,kitti360:0002_p0,transfer_3,1236,3
0002_query_0000007748,kitti360:0002_p0,isotropic,1234,303
0002_query_0000007748,kitti360:0002_p0,transfer_3,1234,128
0002_query_0000007748,kitti360:0002_p0,isotropic,1235,277
0002_query_0000007748,kitti360:0002_p0,transfer_3,1235,312
0002_query_0000007748,kitti360:0002_p0,isotropic,1236,194
0002_query_0000007748,kitti360:0002_p0,transfer_3,1236,144
0002_query_0000007755,kitti360:0002_p0,isotropic,1234,106
0002_query_0000007755,kitti360:0002_p0,transfer_3,1234,127
0002_query_0000007755,kitti360:0002_p0,isotropic,1235,103
0002_query_0000007755,kitti360:0002_p0,transfer_3,1235,109
0002_query_0000007755,kitti360:0002_p0,isotropic,1236,89
0002_query_0000007755,kitti360:0002_p0,transfer_3,1236,116
0002_query_0000007763,kitti360:0002_p0,isotropic,1234,132
0002_query_0000007763,kitti360:0002_p0,transfer_3,1234,28
0002_query_0000007763,kitti360:0002_p0,isotropic,1235,120
0002_query_0000007763,kitti360:0002_p0,transfer_3,1235,16
0002_query_0000007763,kitti360:0002_p0,isotropic,1236,140
0002_query_0000007763,kitti360:0002_p0,transfer_3,1236,37
0002_query_0000007773,kitti360:0002_p0,isotropic,1234,79
0002_query_0000007773,kitti360:0002_p0,transfer_3,1234,167
0002_query_0000007773,kitti360:0002_p0,isotropic,1235,54
0002_query_0000007773,kitti360:0002_p0,transfer_3,1235,155
0002_query_0000007773,kitti360:0002_p0,isotropic,1236,44
0002_query_0000007773,kitti360:0002_p0,transfer_3,1236,90
0002_query_0000007788,kitti360:0002_p0,isotropic,1234,265
0002_query_0000007788,kitti360:0002_p0,transfer_3,1234,274
0002_query_0000007788,kitti360:0002_p0,isotropic,1235,195
0002_query_0000007788,kitti360:0002_p0,transfer_3,1235,337
0002_query_0000007788,kitti360:0002_p0,isotropic,1236,302
0002_query_0000007788,kitti360:0002_p0,transfer_3,1236,439
0002_query_0000007803,kitti360:0002_p0,isotropic,1234,238
0002_query_0000007803,kitti360:0002_p0,transfer_3,1234,437
0002_query_0000007803,kitti360:0002_p0,isotropic,1235,445
0002_query_0000007803,kitti360:0002_p0,transfer_3,1235,330
0002_query_0000007803,kitti360:0002_p0,isotropic,1236,243
0002_query_0000007803,kitti360:0002_p0,transfer_3,1236,468
0002_query_0000007814,kitti360:0002_p0,isotropic,1234,79
0002_query_0000007814,kitti360:0002_p0,transfer_3,1234,143
0002_query_0000007814,kitti360:0002_p0,isotropic,1235,89
0002_query_0000007814,kitti360:0002_p0,transfer_3,1235,118
0002_query_0000007814,kitti360:0002_p0,isotropic,1236,64
0002_query_0000007814,kitti360:0002_p0,transfer_3,1236,80
0002_query_0000007823,kitti360:0002_p0,isotropic,1234,40
0002_query_0000007823,kitti360:0002_p0,transfer_3,1234,95
0002_query_0000007823,kitti360:0002_p0,isotropic,1235,32
0002_query_0000007823,kitti360:0002_p0,transfer_3,1235,114
0002_query_0000007823,kitti360:0002_p0,isotropic,1236,23
0002_query_0000007823,kitti360:0002_p0,transfer_3,1236,167
0002_query_0000010956,kitti360:0002_p1,isotropic,1234,48
0002_query_0000010956,kitti360:0002_p1,transfer_3,1234,324
0002_query_0000010956,kitti360:0002_p1,isotropic,1235,32
0002_query_0000010956,kitti360:0002_p1,transfer_3,1235,318
0002_query_0000010956,kitti360:0002_p1,isotropic,1236,23
0002_query_0000010956,kitti360:0002_p1,transfer_3,1236,296
0002_query_0000010970,kitti360:0002_p1,isotropic,1234,182
0002_query_0000010970,kitti360:0002_p1,transfer_3,1234,344
0002_query_0000010970,kitti360:0002_p1,isotropic,1235,180
0002_query_0000010970,kitti360:0002_p1,transfer_3,1235,442
0002_query_0000010970,kitti360:0002_p1,isotropic,1236,140
0002_query_0000010970,kitti360:0002_p1,transfer_3,1236,371
0002_query_0000010991,kitti360:0002_p1,isotropic,1234,20
0002_query_0000010991,kitti360:0002_p1,transfer_3,1234,405
0002_query_0000010991,kitti360:0002_p1,isotropic,1235,25
0002_query_0000010991,kitti360:0002_p1,transfer_3,1235,546
0002_query_0000010991,kitti360:0002_p1,isotropic,1236,36
0002_query_0000010991,kitti360:0002_p1,transfer_3,1236,492
0002_query_0000011006,kitti360:0002_p1,isotropic,1234,15
0002_query_0000011006,kitti360:0002_p1,transfer_3,1234,61
0002_query_0000011006,kitti360:0002_p1,isotropic,1235,14
0002_query_0000011006,kitti360:0002_p1,transfer_3,1235,94
0002_query_0000011006,kitti360:0002_p1,isotropic,1236,10
0002_query_0000011006,kitti360:0002_p1,transfer_3,1236,68
0002_query_0000011017,kitti360:0002_p1,isotropic,1234,48
0002_query_0000011017,kitti360:0002_p1,transfer_3,1234,52
0002_query_0000011017,kitti360:0002_p1,isotropic,1235,54
0002_query_0000011017,kitti360:0002_p1,transfer_3,1235,21
0002_query_0000011017,kitti360:0002_p1,isotropic,1236,44
0002_query_0000011017,kitti360:0002_p1,transfer_3,1236,33
0002_query_0000009119,kitti360:0002_p2,isotropic,1234,187
0002_query_0000009119,kitti360:0002_p2,transfer_3,1234,63
0002_query_0000009119,kitti360:0002_p2,isotropic,1235,105
0002_query_0000009119,kitti360:0002_p2,transfer_3,1235,47
0002_query_0000009119,kitti360:0002_p2,isotropic,1236,154
0002_query_0000009119,kitti360:0002_p2,transfer_3,1236,56
0002_query_0000009128,kitti360:0002_p2,isotropic,1234,8
0002_query_0000009128,kitti360:0002_p2,transfer_3,1234,1
0002_query_0000009128,kitti360:0002_p2,isotropic,1235,21
0002_query_0000009128,kitti360:0002_p2,transfer_3,1235,9
0002_query_0000009128,kitti360:0002_p2,isotropic,1236,10
0002_query_0000009128,kitti360:0002_p2,transfer_3,1236,4
0002_query_0000009137,kitti360:0002_p2,isotropic,1234,1
0002_query_0000009137,kitti360:0002_p2,transfer_3,1234,7
0002_query_0000009137,kitti360:0002_p2,isotropic,1235,1
0002_query_0000009137,kitti360:0002_p2,transfer_3,1235,4
0002_query_0000009137,kitti360:0002_p2,isotropic,1236,1
0002_query_0000009137,kitti360:0002_p2,transfer_3,1236,1
0002_query_0000009145,kitti360:0002_p2,isotropic,1234,9
0002_query_0000009145,kitti360:0002_p2,transfer_3,1234,13
0002_query_0000009145,kitti360:0002_p2,isotropic,1235,15
0002_query_0000009145,kitti360:0002_p2,transfer_3,1235,10
0002_query_0000009145,kitti360:0002_p2,isotropic,1236,17
0002_query_0000009145,kitti360:0002_p2,transfer_3,1236,2
0002_query_0000009153,kitti360:0002_p2,isotropic,1234,16
0002_query_0000009153,kitti360:0002_p2,transfer_3,1234,30
0002_query_0000009153,kitti360:0002_p2,isotropic,1235,12
0002_query_0000009153,kitti360:0002_p2,transfer_3,1235,14
0002_query_0000009153,kitti360:0002_p2,isotropic,1236,17
0002_query_0000009153,kitti360:0002_p2,transfer_3,1236,37
0002_query_0000009161,kitti360:0002_p2,isotropic,1234,69
0002_query_0000009161,kitti360:0002_p2,transfer_3,1234,296
0002_query_0000009161,kitti360:0002_p2,isotropic,1235,80
0002_query_0000009161,kitti360:0002_p2,transfer_3,1235,312
0002_query_0000009161,kitti360:0002_p2,isotropic,1236,53
0002_query_0000009161,kitti360:0002_p2,transfer_3,1236,368
0002_query_0000009169,kitti360:0002_p2,isotropic,1234,388
0002_query_0000009169,kitti360:0002_p2,transfer_3,1234,281
0002_query_0000009169,kitti360:0002_p2,isotropic,1235,441
0002_query_0000009169,kitti360:0002_p2,transfer_3,1235,294
0002_query_0000009169,kitti360:0002_p2,isotropic,1236,356
0002_query_0000009169,kitti360:0002_p2,transfer_3,1236,329
0002_query_0000009176,kitti360:0002_p2,isotropic,1234,91
0002_query_0000009176,kitti360:0002_p2,transfer_3,1234,54
0002_query_0000009176,kitti360:0002_p2,isotropic,1235,93
0002_query_0000009176,kitti360:0002_p2,transfer_3,1235,47
0002_query_0000009176,kitti360:0002_p2,isotropic,1236,108
0002_query_0000009176,kitti360:0002_p2,transfer_3,1236,20
0002_query_0000009183,kitti360:0002_p2,isotropic,1234,210
0002_query_0000009183,kitti360:0002_p2,transfer_3,1234,68
0002_query_0000009183,kitti360:0002_p2,isotropic,1235,282
0002_query_0000009183,kitti360:0002_p2,transfer_3,1235,55
0002_query_0000009183,kitti360:0002_p2,isotropic,1236,196
0002_query_0000009183,kitti360:0002_p2,transfer_3,1236,76
0002_query_0000009190,kitti360:0002_p2,isotropic,1234,661
0002_query_0000009190,kitti360:0002_p2,transfer_3,1234,109
0002_query_0000009190,kitti360:0002_p2,isotropic,1235,725
0002_query_0000009190,kitti360:0002_p2,transfer_3,1235,185
0002_query_0000009190,kitti360:0002_p2,isotropic,1236,739
0002_query_0000009190,kitti360:0002_p2,transfer_3,1236,148
0002_query_0000009197,kitti360:0002_p2,isotropic,1234,1061
0002_query_0000009197,kitti360:0002_p2,transfer_3,1234,662
0002_query_0000009197,kitti360:0002_p2,isotropic,1235,932
0002_query_0000009197,kitti360:0002_p2,transfer_3,1235,480
